sector;province;2018-01;2018-02;2018-03;2018-04;2018-05;2018-06;2018-07;2018-08;2018-09;2018-10;2018-11;2018-12;2019-01;2019-02;2019-03;2019-04;2019-05;2019-06;2019-07;2019-08;2019-09;2019-10;2019-11;2019-12;2020-01;2020-02;2020-03;2020-04;2020-05;2020-06;2020-07;2020-08;2020-09;2020-10;2020-11;2020-12;2021-01;2021-02;2021-03;2021-04;2021-05;2021-06;2021-07;2021-08;2021-09;2021-10;2021-11;2021-12;2022-01;2022-02;2022-03;2022-04;2022-05;2022-06;2022-07;2022-08;2022-09;2022-10;2022-11;2022-12;2023-01;2023-02;2023-03;2023-04;2023-05
 Otomotiv Endüstrisi;TOKAT;0;0;0;0;0;0;0;0;0;0;0;0.56054;0.95;0;5.52029;0.53397;2.48778;1.49946;26.28925;0.42785;0.39387;0.00439;3.14615;0.94622;0;0.675;0.463;1.42529;0.27;2.88401;0;0;0.04644;0;0;0;0;0.33012;0;6.03639;4.88128;3.49053;0;0.2114;1.52233;0;0;0.02256;0.11461;0.01411;1.8;1.85342;0;1.33472;0.08146;0;0;0;0;0;5.25;0;3.73423;0.12703;0
 Su Ürünleri ve Hayvansal Mamuller;TOKAT;1.533;0;0;0.6768;16.128;0;0;0;0;5.292;3.465;10.08;80.64;0;67.09637;0;0;0.015;0;0;0;0;0;0;0;0;0;0.89;0.384;0;0;0.512;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.48362;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 Tekstil ve Hammaddeleri;TOKAT;0;2.793;0;0;0;0;0.06973;0.15613;0;0;0;0.08083;0;0;0;0;0;0;2.67236;0;0.37494;0;0;0.1666;0.01465;12.005;0;0;0;0;0.03163;0;41.524;79.1806;0.10764;0;0;0;0;0.13811;0;0.122;1.08;0;0;0.10764;0;0;0;0.10241;0;0;0;0;0;0.081;0.36083;1.44794;1.20013;0;1.62;0.30546;0;0;0
 Yaş Meyve ve Sebze  ;TOKAT;0;0;0;0;0;0;48.18422;2.48944;0;7.41531;9.0617;0;0;0;0;0;0;0;0;0;0;4.15728;0;7;8.93874;0;0;0;0;213.77383;0;0;7.43;13.18287;38.99;0;6.64503;0;0;0;0;0;0;14.1232;30.156;38.99;43.508;8.056;0.82517;0;50.53713;0;0;0;0;0;17.9816;154.1561;562.6883;0;0;20.40703;16.16816;0;0
TOPLAM;TOKAT;2239.48033;1288.12296;1768.59675;1286.29352;1914.70616;1167.58377;1415.49654;1553.83736;1361.7352;2542.05983;1602.4597;1693.06028;1051.81123;885.47893;1742.59879;1717.76909;2522.6956;979.46138;1542.47205;1459.11741;1161.4026;1633.62045;1979.40815;1956.24732;2681.21418;1683.81407;2188.00508;2012.63096;1322.01609;2267.18877;2773.31364;1579.42722;1716.42096;3301.59253;4139.41836;5603.33373;2943.22486;2099.78638;2681.9436;2149.57085;1746.95011;2689.97581;2320.44185;3412.8517;3577.20549;4079.34135;3309.03766;2855.95313;2110.46546;3051.01568;3569.27584;3703.00397;3330.79617;4450.90296;4163.40265;4936.3397;3300.75725;3123.07729;3241.84157;2943.1205;3695.90765;1798.61335;2475.64609;2051.5964;3864.77071
 Çelik;TRABZON;46.92223;145.61998;123.86429;160.76738;216.35349;137.93328;344.52574;60.8412;129.39765;169.79118;123.80554;156.41114;67.86128;36.8859;65.73252;128.92835;328.17294;64.72655;144.3007;205.97065;107.80816;229.49245;112.32103;197.9609;266.93416;201.23177;415.23864;185.07213;84.42133;186.59916;365.77263;163.2863;238.61566;154.71142;359.33196;63.726;68.03594;57.4135;139.47466;53.04677;131.66236;648.30019;264.24346;192.42553;125.90308;359.33196;335.19151;538.21016;335.58137;434.91383;375.25114;247.63477;334.56455;580.90898;111.98219;330.13809;236.58822;1129.7279;186.75534;209.59065;614.61652;106.24449;474.49206;210.74782;485.99119
 Çimento Cam Seramik ve Toprak Ürünleri;TRABZON;212.19264;274.65184;169.37194;418.60641;320.96962;344.08782;267.18907;247.4279;186.62777;154.55796;164.73273;127.45218;44.24178;64.00953;78.83672;156.4719;197.12287;295.29677;194.79325;133.63354;197.80024;291.0927;253.64455;230.85432;247.83151;269.45014;281.42053;27.78611;222.29744;305.5402;483.26179;620.99198;307.584;350.86576;380.31551;365.42949;240.49341;241.04133;276.12655;227.67499;190.69959;368.57081;335.70468;406.53629;479.23386;380.31551;308.91929;267.27453;400.99288;377.07102;615.26126;643.00028;290.03959;565.96307;683.21996;505.65433;445.47684;506.22411;611.92839;621.66904;843.85932;373.55526;758.37126;701.34022;910.97574
 Demir ve Demir Dışı Metaller ;TRABZON;115.13864;192.972;96.78205;73.06989;115.92736;114.70992;164.24388;54.35101;95.77342;86.7794;130.20373;58.10662;87.05303;70.02618;87.98768;126.41186;74.0317;123.42711;197.48646;419.17576;215.8822;164.57656;126.97072;404.64205;168.20806;168.74261;203.77578;82.14724;117.2204;86.96201;64.99663;90.7969;90.4221;169.70895;98.51588;113.64931;61.92043;63.88419;145.79808;132.42576;85.4958;139.45835;92.70459;131.53506;101.17155;98.51588;211.55016;372.77851;311.49986;219.59159;751.33942;466.44743;362.15202;438.18643;678.98414;471.18323;792.23119;1171.87783;596.36318;940.32614;180.66914;351.02084;229.68548;437.88063;1159.65048
 Deri ve Deri Mamulleri ;TRABZON;57.86894;12.52023;39.69022;16.18361;27.09635;111.93479;14.5813;26.00862;9.32135;98.47438;62.03356;26.86524;4.50562;25.90003;5.28307;23.36484;78.20679;9.22049;20.80493;17.34197;40.84188;19.17877;12.15903;26.14806;23.20368;28.63236;17.17731;32.04268;21.54683;71.70122;41.55733;36.56612;34.9099;8.19846;59.14497;67.70962;22.67545;14.298;8.43132;57.98627;0.66813;15.21684;54.47936;27.64551;75.1439;59.14497;62.11943;24.32672;32.42929;13.54772;30.18353;85.51539;27.45332;81.15376;18.66494;72.58532;30.63718;21.58588;64.60497;173.75447;64.9771;122.9948;62.78861;171.69824;56.41866
 Diğer Sanayi Ürünleri;TRABZON;1.30172;11.62789;0.02777;1.19568;0.03928;5.22927;4.44542;1.76543;0;0;0.08;7.6225;0.07;0.43229;0.47729;0.58125;0;0.25062;0.18048;0.41646;0.10333;0;0;6.60792;2.00016;0.00938;4.015;0.36643;0;0.18034;3.52806;1.0725;11.26376;3.1883;3.56542;12.60337;5.797;3.81896;6.36166;1.28059;2.62848;33.04595;2.34726;2.1947;6.48562;3.56542;1.582;1.11265;13.7595;1.96643;4.18563;2.6681;7.57799;15.44;2.7086;23.15539;9.39715;1.875;2.667;3.31854;4.905;20.03382;6.39232;23.6715;16.38234
 Fındık ve Mamulleri ;TRABZON;66327.95072;53796.2398;42453.91888;58780.12039;44802.30542;37771.4013;62092.87266;24525.04891;35320.63176;67502.14314;71901.99528;66030.6638;69287.10208;72827.1615;74666.89376;60871.72433;50329.27331;25764.55017;61023.15248;25460.91188;98360.2663;119407.6837;110761.0236;82946.91075;80785.40402;70612.51868;67838.57087;83290.77579;42060.44634;48992.30117;50137.15713;23383.15783;85146.15576;49318.07151;82919.2274;49518.65935;84799.69325;101811.1693;67110.68052;40432.45316;48838.08603;49490.97891;45188.37427;32298.91399;60430.02284;82897.67971;107993.1184;60218.48816;55266.28758;66913.19007;46432.67016;32310.57101;24357.59562;25389.37267;22688.49139;25820.3979;41633.74298;64510.21617;82964.48478;63455.03582;62122.40156;67632.20982;56934.17889;49858.61835;47088.88193
 Halı ;TRABZON;0;0;0.03303;0;0.04369;0;7.247;0.08801;0;0.61625;1.3342;0.8677;0;1.13084;13.40796;4.4231;1.33169;29.16923;2.86458;3.2845;0;1.05614;0.28621;0;0.171;13.95534;0.59979;0;0;0;0.69416;0;3.60177;0;1.401;0.78074;0.03;0;5.03198;0;0;0;10.63;1.17203;1.8138;1.401;0.034;3.33775;4.91685;0.018;2.63833;0;0;0.24954;8.2902;0.0121;0.71566;0.4204;0.42996;1.40995;0.01125;0;5.42316;0.86455;0.30289
 Hazırgiyim ve Konfeksiyon ;TRABZON;487.42357;397.76782;670.36562;432.00333;405.93037;483.08386;331.25903;566.00962;381.73891;627.59223;333.89288;742.16246;337.80225;540.62881;240.02227;606.96184;442.9218;243.51977;575.11519;755.53216;788.40617;594.83244;379.66088;1054.55535;595.60334;574.18769;765.64252;353.60045;338.0725;626.29335;1298.221;1084.26288;1259.87924;1375.70039;751.05162;1064.39973;1017.15954;858.75578;1046.93155;661.24735;731.38095;1619.13826;1200.92506;969.22719;1079.56986;642.33236;735.66443;1092.64953;596.18878;1200.65917;1499.90094;998.90905;1093.65709;1571.91599;1901.50199;1656.24698;1673.90655;600.6702;1215.94226;1370.67948;1534.57914;1285.65699;1249.97034;1059.41392;1200.44098
 Hububat. Bakliyat. Yağlı Tohumlar ve Mamulleri ;TRABZON;208.30789;267.01857;275.86801;215.13706;262.35839;192.03785;241.53488;299.44126;161.87837;196.76616;203.67687;286.69052;202.85239;209.16292;352.05235;199.74383;264.27202;163.66509;229.00149;333.08233;361.57394;309.09818;372.98435;492.48822;375.80597;258.20193;342.67041;273.04034;258.24531;309.18304;221.03535;218.3058;241.89552;254.58253;239.24425;370.61214;304.33378;336.47198;391.10108;253.58341;222.64227;206.96055;111.8893;232.70867;161.72157;239.24425;260.14543;421.9123;239.1297;144.35925;306.88858;158.30313;339.31144;437.75943;138.92269;629.00614;131.8588;325.90977;335.06313;409.45915;305.57882;308.32625;203.80077;103.63871;194.68185
 İklimlendirme Sanayii;TRABZON;212.07963;169.39131;265.93259;314.82406;443.2477;245.33125;163.68588;134.9369;175.28625;251.43137;161.59297;86.11959;215.96517;123.2291;189.9821;211.99925;326.64976;176.23479;189.90121;114.07609;166.37217;228.57412;199.84268;313.67127;172.61524;160.9936;305.34961;99.40477;122.50594;213.07436;460.07818;160.16095;204.73082;184.91732;351.99424;280.81778;124.67676;215.04334;253.15495;215.13607;194.52638;540.62047;186.42318;430.27857;707.01148;351.99424;351.40165;412.82459;299.94549;354.78885;340.28755;608.60575;347.73595;488.88387;586.66657;977.25731;454.44997;1279.60322;590.41209;591.70293;538.04823;1074.55689;707.05097;650.81901;536.93434
 Kimyevi Maddeler ve Mamulleri  ;TRABZON;519.35576;863.40048;937.77097;973.89144;960.85956;919.37324;705.64109;883.75913;829.58935;1094.19802;868.01147;591.10655;745.05963;929.15261;1096.29755;906.39211;1377.8355;797.68713;1122.65736;1037.09072;1082.51068;1069.59158;978.76152;1458.08995;1145.24967;1245.43452;1434.03329;575.82288;2247.4784;1441.12492;1594.13994;1010.60075;1098.85883;787.42569;1506.56172;947.63663;600.0498;805.99961;898.2694;969.01549;866.58686;1392.71335;806.86671;1078.39285;1190.18881;1506.56172;1376.37579;1325.17249;1161.49804;1201.70631;1130.6682;1564.42441;1223.72376;1477.63528;1627.24561;1553.8549;2075.43492;1591.37974;1555.00267;1850.25465;1685.51461;2109.00856;2502.25405;2052.85088;2882.39012
 Kuru Meyve ve Mamulleri  ;TRABZON;227.86723;72.71692;67.9662;119.43897;205.59865;42.587;40.01414;62.91993;135.09646;298.30628;146.62062;173.28145;31.19436;98.44895;55.30099;173.5824;75.2537;49.2;96.01552;67.81507;150.92016;149.73931;75.27976;79.90048;178.10656;88.44909;55.81441;144.58748;60.39485;86.74788;172.12734;49.88512;165.19581;141.32443;47.1085;91.68672;38.74628;87.19105;90.89408;55.90699;85.70633;45.284;37.43858;139.36883;67.83336;47.1085;66.09981;13.825;91.30454;57.90365;68.54029;216.18509;45.03837;60.67155;14.15091;74.70447;58.0231;78.63801;41.37432;42.07797;39.82138;112.31934;52.91158;21.93405;476.76012
 Madencilik Ürünleri;TRABZON;545.83518;332.25225;413.63921;1090.19803;997.8904;899.40357;529.07471;806.90896;545.41155;958.10438;1243.1044;478.82483;563.93262;555.94343;287.87841;584.48828;905.84205;570.56168;1122.79997;529.04741;693.97118;622.5949;549.8372;618.09584;1010.27129;344.73736;607.21099;167.07894;422.49693;621.98772;736.41467;516.27115;534.54066;478.19701;464.792;459.84152;474.24831;276.33774;360.05648;308.42662;477.14077;733.3457;328.69328;466.01594;515.06055;464.792;568.34606;619.10678;462.38853;493.2633;565.04017;475.03293;413.64584;814.18359;639.61089;450.34668;589.77436;435.68258;783.59733;3880.41438;406.29412;317.87739;349.28799;394.46508;771.05885
 Makine ve Aksamları;TRABZON;354.24588;357.91787;709.09719;364.81478;1743.24235;667.46282;511.33387;293.08203;708.62935;525.37485;423.12312;371.48367;576.40213;869.37208;756.50673;1113.66875;3170.84658;907.22235;1315.99;1206.91314;471.71965;373.53543;424.5517;706.44375;907.27503;391.2838;372.37354;257.29484;428.66501;362.49375;710.42033;324.63947;1866.97743;476.47624;465.26622;979.74232;761.07771;170.25081;305.81478;673.7029;827.20817;648.50157;188.57212;295.91105;917.18505;465.26622;526.2759;1284.06816;560.84441;1162.90413;1163.89356;328.51937;611.7484;973.61779;832.79868;824.65994;1476.68344;737.42775;1090.65757;1015.57678;2072.20949;1012.76598;1199.45744;699.0049;1432.86076
 Meyve Sebze Mamulleri ;TRABZON;27.7141;32.76711;17.14809;40.10895;77.95548;21.14009;45.73773;16.35347;18.66576;46.05785;31.81645;41.15427;23.32158;29.77962;61.97804;47.67253;47.31092;23.44417;26.74946;45.10479;36.62263;20.73379;27.94116;48.395;40.04377;9.46777;82.31661;14.8642;2.2595;22.53408;15.58248;38.11953;19.9488;28.86262;20.46861;25.96924;39.02541;13.56046;39.32123;39.31547;57.50333;32.44311;58.90675;60.49643;57.66466;20.46861;36.69116;40.55275;31.61825;16.27126;21.26168;74.31472;19.21437;17.75246;53.64044;246.18522;553.43506;114.71577;152.13731;47.68512;92.7342;26.05484;113.89331;55.38562;34.1822
 Mücevher;TRABZON;0;0;1.06005;3.56964;0.13368;0;0;0;0;0;0;0.05355;0;0;0;0;0;0;0;0;0.1829;0.26848;0;0;0.0079;0.06203;0;0;0;0;0;0;0.14304;0.0162;0.01225;0;0;0;0;0.06265;0;0;0.0525;0.0208;0;0.01225;0;0;0;0;0.06249;0;0;0.73339;0;0;0.2973;0;0;0;0;0;0.081;0;0
 Otomotiv Endüstrisi;TRABZON;2137.81606;2311.2504;2199.09361;1949.84077;2334.2385;2586.62087;2989.29431;2423.78882;3010.96172;3533.3137;3021.50929;3263.77792;1956.56199;3228.58825;4508.10451;5483.8966;5325.91314;2891.27444;2412.6295;1590.51605;3035.25647;2277.96554;1429.78036;2620.155;2082.66353;2847.93391;3252.64856;1015.09336;1239.43997;1286.59372;2859.55126;2343.18451;2872.83348;3044.95792;3739.79188;4295.17861;2768.70303;2714.1826;3975.55795;4263.81193;3771.47007;4121.88254;3446.10123;3475.73632;4526.15616;3739.79188;4627.44958;4841.36722;2745.20756;2981.65668;3754.57623;4286.6802;3316.07232;4009.17635;3556.09101;2692.95998;3626.79544;3478.80963;3383.5172;3206.87239;3178.41093;2688.91961;3363.43917;2749.18447;3363.26603
 Su Ürünleri ve Hayvansal Mamuller;TRABZON;10976.05865;7537.59481;7612.61634;4026.57997;774.96724;326.87477;1046.12107;2204.31781;2320.89673;324.77999;1789.69307;465.93523;333.17668;2526.56862;6364.9557;2429.89951;13265.60978;5192.63333;3535.39302;2285.0309;1143.03923;2939.35282;1728.86765;677.45928;3636.61413;9667.68725;4778.24488;4069.46399;12217.17852;2945.79299;13134.43473;3626.45208;5618.77403;4797.84175;2131.46974;4113.85095;5648.52461;3466.63419;7596.16169;6713.28358;4162.72445;3457.75005;3341.90369;3212.29392;5466.19444;2131.46974;2026.14456;839.73667;1305.15504;1152.15237;3073.28675;15468.45452;15344.23252;24210.4448;14042.82818;10719.07342;10994.02314;8691.14467;6373.44288;7519.3191;6513.46608;7165.06481;8577.73448;22089.49525;20946.97878
 Tekstil ve Hammaddeleri;TRABZON;22.6791;6.51953;30.37524;6.08538;104.68649;40.5803;4.40216;34.61875;11.21404;15.35102;47.60155;19.77066;1.954;45.20522;43.77671;49.70358;79.67399;26.94267;32.01385;66.97106;59.32077;62.30998;90.01163;11.76557;21.1527;28.70822;51.3687;32.28585;31.24581;2.55492;31.53241;63.86136;81.74262;16.97712;100.69157;16.87848;0.51864;13.63053;68.47661;45.92924;46.88832;36.77412;13.01949;87.9546;64.54374;100.69157;99.60486;51.22992;9.86437;28.1348;4.81889;131.60725;60.84342;55.96775;41.41271;142.49541;115.51437;1053.16677;158.86812;29.706;34.44993;32.53756;67.3039;74.89739;40.63362
 Tütün ;TRABZON;1275.4;738.288;882.78;516.6;1460.702;402.9;660.94324;810;419.05934;1234.03874;725.506;1234.73141;548.00648;441.865;883.03209;990.13745;1378.6;466.84;143.40833;588.438;358.927;540.683;1260.728;1626.166;1387.84329;395.8;457.00051;0;674.25441;1201.9397;536.7752;591.25342;480.99193;1103.72269;744.304;647.424;731.276;426.304;605.74542;870.7945;777.33142;1086.13489;842.58491;647.868;683.54513;744.304;671.4;901.21212;949.93738;296.6;834.465;772.251;264.613;347.663;406.422;259.2;582.596;491.9135;740.66254;838.696;1061.6391;644.56412;459.036;500.544;796.66301
 Yaş Meyve ve Sebze  ;TRABZON;17665.24208;14120.46204;15593.40752;14400.76909;17063.05993;13378.94881;10334.84357;9558.26287;10387.94185;13799.75582;24341.92499;24377.3816;13295.57685;13110.07116;8951.24836;7234.36589;8599.66004;12965.46523;8234.63002;6534.52758;9770.88306;14917.34838;22404.99279;23873.07664;14841.25801;9700.93185;8435.54608;5689.86503;10574.60415;15683.02079;12109.30547;8132.34402;8540.10315;15346.01268;22015.39995;33096.19035;18830.31967;16256.70707;12389.91992;14211.219;14670.96829;15615.08776;10795.41545;10361.22713;13550.42881;21995.51515;24811.21045;30776.95323;16042.12985;14446.79525;10021.14891;12530.76019;13314.29149;23351.97448;15709.63868;14113.722;14416.69854;23597.84149;31284.04443;43038.56067;24432.03719;17038.63286;20842.93109;11790.10485;12938.33805
 Zeytin ve Zeytinyağı ;TRABZON;10.88665;15.047;7.4707;32.5193;18.4367;21.28042;37.1726;4.39725;21.217;66.78559;68.47665;9.89669;18.6936;21.29831;23.53653;19.96626;31.07094;4.7962;33.71349;15.15555;17.49986;6.934;45.71275;33.6903;21.80515;1.1037;21.66016;10.03594;2.41;5.8151;0;13.612;17.45882;11.94283;18.60042;20.31225;6.90626;1.78824;14.93275;11.49162;17.38763;9.13793;6.45106;11.2429;21.36464;18.60042;15.4169;7.2644;7.96784;1.4232;1.3941;8.43197;6.30202;2.692;0.84;3.43596;2.12532;4.3228;8.4;8.36316;5.6124;0;17.27105;1.97533;9.95341
TOPLAM;TRABZON;101982.405;82339.77852;74098.07564;84544.52413;73445.51207;59797.33346;81428.05276;43937.04173;55492.70019;91688.95797;106562.891;100499.455;89271.58444;96467.54619;99402.92468;82157.99622;87911.31772;51696.54073;82916.21596;42266.08733;118327.9143;145450.152;142999.7342;120221.5065;109596.2179;98297.52552;90397.39809;97853.99689;72041.74034;77072.99433;86941.83141;44163.22709;112258.8625;80942.88052;120146.4804;99580.41014;119915.4493;131076.7893;98089.77902;73228.31914;78384.19002;83858.85366;71807.05569;57348.8993;92713.52147;119996.3286;147339.7268;109365.3306;84124.00044;94787.92463;74934.07967;76717.97154;65591.23602;87858.93064;70068.94647;64671.13382;83728.74737;116933.9349;141913.6927;133894.3196;108797.8464;105668.6483;102263.6357;96932.46949;98598.59914
 Hububat. Bakliyat. Yağlı Tohumlar ve Mamulleri ;TUNCELI;0;0;0;0;0;0;46.8;23.608;0;8.65304;0;118.437;0;0;0;0;0;0;0;0;0;1.60928;6.4387;0;0;3.27991;0;0;0;0;0;0;0;29.81461;0;0;6.20397;0;4.10586;0;0;0;0;0;0;0;0;0;0;10.4853;1.29129;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 Makine ve Aksamları;TUNCELI;88.47026;1.96707;7.20257;9.02553;0;1.99893;0;0;6.64334;0;19.67543;0;0;0;0;0;1.98468;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.02279;0;60.64085;0;28.68015;0;1.1616;0;0;32.48208;0;2.02279;50.49582;0;0;0;19.43491;0;29.45777;98.33661;28.35752;6.38523;86.83268;21.12804;96.91755;1.01925;17.19069;0.6807;401.58489;176.79757;59.59298
 Meyve Sebze Mamulleri ;TUNCELI;0;0;27.72937;6.81666;52.76112;21.84584;22.49918;35.58767;13.50639;12.29804;28.36387;9.60847;9.95826;9.89783;5.94804;3.05459;15.27165;48.80012;60.79653;6.90377;16.39712;31.50106;4.8155;0;8.95114;2.52221;26.36679;6.5144;13.05279;20.14867;9.81785;7.5391;34.94035;29.12191;0;0;12.23395;0;13.96191;0;20.06484;19.99422;8.54209;0;7.8348;0;0;7.60092;0;9.47381;13.96604;10.07405;26.02609;24.44509;19.73484;10.7926;15.14249;0;23.55122;3.53142;8.00073;0;12.17079;11.02479;28.17417
TOPLAM;TUNCELI;146.58469;2.86714;34.93194;15.87126;52.76112;23.84477;69.29918;59.19567;20.14973;20.95197;63.49779;128.04547;9.95826;9.89783;5.94804;3.05459;17.25633;48.80012;60.79653;6.90377;16.39712;34.83457;15.05355;0;8.95114;6.57818;26.36679;6.5144;13.05279;20.14867;9.81785;7.5391;34.94035;74.20625;4.01524;0;91.77819;0;50.48695;0;21.22644;19.99422;8.54209;48.73241;10.20961;4.01524;70.05259;7.60092;0;38.52712;85.09658;10.07405;55.81648;148.19194;52.22959;54.10574;102.01362;48.46397;137.47837;23.40047;41.62254;8.76413;771.94959;187.82236;253.48541
 Çelik;UŞAK;0.01363;56.30712;0.54;0;24.79536;0.8688;0;1.091;1.66724;6.91618;0;8.33051;0.6364;0;7.42594;16.64202;3.39715;0;7.7228;2.93327;1.5;29.81567;1.484;20.80864;19.5;13.77358;8.85499;0;18.69672;21.97677;27.79022;12.15123;49.0872;37.39778;50.0444;10.70703;109.87009;44.25839;75.16137;92.89726;52.52926;123.84231;82.83484;95.44378;129.47397;50.0444;10.49324;79.01438;71.51274;103.06765;93.52344;94.19971;166.56539;95.37145;28.12433;46.33137;92.36147;21.43365;72.69733;77.42915;115.28967;94.7806;95.00761;204.12726;258.42852
 Çimento Cam Seramik ve Toprak Ürünleri;UŞAK;1827.75011;2282.16181;2459.58845;1940.11448;2739.5433;2789.62594;2340.13306;2099.27237;2293.17645;1873.48967;2128.40493;1731.7587;1838.89463;1853.63171;1681.30149;1927.79764;2292.85849;1788.28297;1681.45458;1761.91829;1578.29902;1663.80694;1258.54305;919.43529;1016.87016;1425.93149;1195.35695;690.03102;1153.86955;1622.54162;2358.64399;1700.17097;1955.51431;1752.93138;2266.9033;1509.51862;1576.09171;2071.98566;2301.67761;1848.25875;2377.94598;3270.78905;1687.25021;1706.69924;1678.46355;2266.9033;2017.15236;2524.83887;2309.44769;2176.62703;2142.56964;2930.4389;1767.3884;2802.80731;1592.16289;1960.11414;3076.01557;945.73084;1067.99545;724.42944;1034.3672;880.73464;1717.44135;1066.37388;1249.06967
 Demir ve Demir Dışı Metaller ;UŞAK;172.12104;171.11421;203.61649;141.70021;121.54629;183.62621;169.59253;274.29942;133.65967;145.87917;125.52864;8.25829;84.4834;127.52235;104.52443;234.48168;187.97942;142.27772;28.03688;71.4846;21.56089;174.45732;209.18716;175.40071;138.3471;102.98125;189.02862;130.9112;76.13321;32.12928;177.90821;188.57273;86.38727;185.21806;229.17018;108.10984;274.40048;310.08598;363.20106;465.04842;417.75897;301.19861;130.67742;299.73352;155.88654;225.82092;179.29352;234.26693;290.20885;344.89223;476.00447;417.47976;485.72672;278.36358;127.11208;571.48563;362.57958;1008.92459;898.51203;351.0122;506.63584;135.31746;467.02073;125.81173;472.43094
 Deri ve Deri Mamulleri ;UŞAK;2196.58753;1934.60275;2750.13962;2335.80923;2671.30025;1820.94512;2190.30725;2158.49939;1299.88856;2188.90116;1508.27074;1264.15046;1182.22693;1211.41727;1235.08319;1837.29935;2626.08114;1130.42314;1156.68592;1198.14635;1917.29749;1715.34598;2207.5731;1370.69347;1200.46024;1183.37187;1544.11372;939.44529;1532.45267;1970.07856;1572.83197;1458.19456;1026.87701;1557.21899;2408.98499;713.80051;1028.99967;1112.51324;1587.08708;1832.00443;1953.07689;2363.31368;1792.28381;1636.35229;2117.42168;2405.25049;2821.99821;2744.86207;1521.69786;2030.20962;2953.17877;3177.59392;2946.92611;2931.62099;2384.63024;2424.39844;2422.8287;2132.57582;2055.42296;2245.27535;2367.66474;1473.42273;2107.38867;1786.31303;2305.95196
 Halı ;UŞAK;3136.85024;3232.66537;3476.56267;4423.78951;4618.68325;3401.77932;4387.47274;2268.4168;4227.55212;7720.39796;6375.41827;7398.705;7045.38208;7228.1589;8119.35944;7528.96713;7345.52224;6236.10135;7929.48492;3766.59541;7197.10296;5851.63001;6348.12429;6944.40962;5265.11966;5090.57863;4523.95221;1657.35666;2225.74373;5324.97138;7875.77362;3005.15988;6795.86564;5555.61658;7037.56646;5166.56411;4549.39729;4841.58502;5076.40683;8732.94392;7478.38458;8325.08047;5219.87294;4513.25029;7060.928;7037.56646;8246.42088;7342.06457;5816.18345;5626.91093;5886.80994;4230.11819;4336.037;4704.43236;6612.72988;4860.38443;6305.329;7078.32538;7227.90253;7450.50925;6196.86198;5732.58569;5298.30808;4998.74705;5562.1351
 Hazırgiyim ve Konfeksiyon ;UŞAK;2045.78599;3436.42108;3110.98347;5762.93179;1534.84238;1981.8829;3189.68544;2099.45463;2231.90259;2642.26523;3267.36136;3043.42827;2300.90594;2941.19367;3599.48527;1878.26044;4528.69672;1706.25324;2381.30949;2451.6192;2857.60699;3416.51264;3955.65615;2568.68988;3256.90251;1940.35947;2511.45933;4658.26015;1645.96545;4745.91389;3203.22129;3304.00854;3190.60856;4967.7952;4863.13425;5945.64824;3449.89661;2593.73957;3235.62672;6584.81922;3085.69624;2404.37451;2984.30836;2756.00073;4683.44606;4863.13425;4780.83108;6703.06928;3000.23484;2162.29753;3024.38107;2834.8711;1700.77577;1621.99436;2166.09036;3386.33421;4160.84923;3853.67489;3289.30121;3122.33553;1980.54317;1737.50551;1517.39314;1684.58609;1737.6376
 Hububat. Bakliyat. Yağlı Tohumlar ve Mamulleri ;UŞAK;2.81862;0;5.16005;48.6;0;3.81581;47.7;0;88.5885;0;71.1;1.83575;55.01209;11.10567;0;0;79.85532;0;0.03915;0;64.10315;0;0;0;55.26;0;0;0;53.1;0;10.52118;53.1;49.5;0;193.76218;0;0;0;52.97961;0;0;51.37548;146.73545;118.05139;40.5;193.76218;85.09118;143.90861;45;266.58499;218.10421;426.11276;331.25117;360.39651;142.08036;440.08368;246.20434;526.20939;560.37233;757.57911;533.58717;557.85374;904.77782;238.47913;875.74003
 İklimlendirme Sanayii;UŞAK;15.09695;2.1765;1.35678;0;3.16588;0;0.2325;7.23811;87.33932;0;6.45245;17.3686;0;4.91441;8.03602;4.9564;0.5033;13.57327;0.206;0.76044;98.94117;1.31429;22.02961;2.99656;0;14.53;25.87536;0;14.63332;5.24444;31.044;2.87;0.458;33.17262;33.87286;0;0;2.34574;4.45672;11.25143;9.89505;1.46388;0;1.27075;1.10541;33.87286;1.84082;1.12644;1.82313;0.45319;175.73384;10.36365;0.58792;9.12589;8.47265;1.95164;4.32189;7.83576;197.33599;32.09887;4.61111;280.19831;55.21881;16.85278;15.84146
