sector;province;2023-05;2023-04;2023-03;2023-02;2023-01;2022-12;2022-11;2022-10;2022-09;2022-08;2022-07;2022-06;2022-05;2022-04;2022-03;2022-02;2022-01;2021-12;2021-11;2021-10;2021-09;2021-08;2021-07;2021-06;2021-05;2021-04;2021-03;2021-02;2021-01;2020-12;2020-11;2020-10;2020-09;2020-08;2020-07;2020-06;2020-05;2020-04;2020-03;2020-02;2020-01;2019-12;2019-11;2019-10;2019-09;2019-08;2019-07;2019-06;2019-05;2019-04;2019-03;2019-02;2019-01;2018-12;2018-11;2018-10;2018-09;2018-08;2018-07;2018-06;2018-05;2018-04;2018-03;2018-02;2018-01
 Makine ve Aksamlar?;KARABÜK;3051.68007;1384.20314;3400.70866;2385.77638;3254.73229;1865.22355;3337.10722;4178.4883;2992.63978;3389.48754;2393.78886;3636.00519;3594.98447;4785.27487;3179.39266;3304.01001;4094.18731;4204.64268;5558.11409;4464.5241;7703.95597;4583.70276;1470.9945;3358.65224;3830.04154;3016.08053;2560.61048;3000.73289;4382.83572;1519.80449;4464.5241;6408.87709;1232.06033;948.89998;1224.86327;738.94767;496.51921;1468.56556;1756.16997;1476.11747;1517.56038;2302.37797;636.46944;312.62418;466.19901;468.85535;682.14109;789.64987;1905.54293;1304.03314;976.24631;1238.46121;730.36567;1072.89901;1253.49611;1362.47809;533.47578;324.73995;393.35641;775.161;245.9017;484.57598;317.24922;426.85743;520.96097
 Meyve Sebze Mamulleri ;KARABÜK;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.19829;0;0;0;0;0.31554;0.20649;0;0;0;0;0.19829;0;0;0;0;12.04767;14.00559;2.34534;0;1.56622;0;0;15.04792;10.43548;4.32059;8.7054;0;0;22.73889;2.55022;5.84118;5.9721;18.17547;6.24056;29.20679;10.86541;11.27936;5.43748;8.92188;4.98255;0;0;5.9276;0;0
 Otomotiv Endüstrisi;KARABÜK;806.01274;840.21434;1271.51491;980.47046;873.13051;352.2936;799.51406;522.13535;139.73092;568.61741;1055.0211;546.89509;452.32025;454.08232;156.60077;265.67664;29.40109;90.33983;95.62929;0;0;0;0.83648;0;76.96263;0;0;0;0;2.38465;0;0;0;0;0;0;0;0;0;1.87124;113.28031;0;0;0;0.13139;2.275;0;1.37811;0;0;0;0.012;0;0;0;0;0;1.2369;0;0;0;6.06764;0;0;0
 Tekstil ve Hammaddeleri;KARABÜK;0;0;0;0.219;0;1.1146;0;0;0;0;0;38.7571;6.2376;0.3402;0;0;0;0;0;0;0;0;0.40037;0;0;1.31128;0;0;0;0.022;0;0;0;0;0;0;0;0;0;0;0.0022;0;0.00444;0;0;0;0;0;0.004;0;0.36435;0;7.01964;0;0.22211;0;0.5;0;0;3.62629;0;0;0;0.5995;0
TOPLAM;KARABÜK;31587.92684;26704.68213;42468.96951;24809.99031;25021.06855;49607.37063;32324.89999;26840.52504;39398.67001;37428.76718;34889.77564;58315.55384;53092.40039;24726.04805;52809.16756;37741.29254;39000.59315;75065.89268;48963.25714;53248.41661;89380.13655;52007.90748;56224.47937;60247.27744;50433.89553;40990.83415;43174.24311;28215.32959;29374.20712;39015.74186;53248.41661;39535.85043;34379.40231;22968.3373;33682.62714;23660.32552;16258.16471;25038.2909;24719.75961;19839.46471;29834.16969;26526.69203;15615.72667;21047.42142;30653.24364;20577.08238;26762.75851;15123.97307;19314.0373;35295.69271;21228.03418;24971.0081;14233.45181;30256.25384;28648.30749;20365.69276;23398.9464;19823.25269;22410.43508;12375.74006;19153.13214;20436.37414;29212.40594;25606.92285;22812.95803
 Çelik;KARAMAN;86.14805;40.6482;78.57802;4.22287;126.2856;79.89024;72.01242;39.11476;39.635;48.32142;35.33034;29.38691;7.16015;61.853;35.85797;88.76895;36.7494;91.69137;98.54054;61.12111;90.1544;35.30052;32.73558;44.58702;58.52215;6.01889;8.34317;7.83365;36.72953;5.82181;61.12111;31.96298;79.40367;51.71804;167.75888;135.0928;0.53053;164.68335;113.30288;136.05903;120.34254;48.20081;20.37813;2.60682;41.78393;3.80923;42.62036;30.28785;1.79221;0;19.53946;1.484;23.71595;0;11.23093;0;0.52509;0;1.26087;13.11398;0;0;8.87751;0;0.22
 Çimento Cam Seramik ve Toprak Ürünleri;KARAMAN;60.09561;41.8813;89.21526;7.85971;32.07422;25.05129;12.88264;1.12798;44.69645;16.43925;50.927;21.90715;76.31921;73.13117;39.07891;20.09838;20.60279;8.92546;46.36633;31.68416;86.25587;12.85161;65.30793;9.21293;13.43868;11.85358;4.10074;24.76444;12.59837;37.53448;31.68416;4.03184;55.01779;98.9176;2.81708;3.95008;9.46145;22.70413;14.38816;10.17488;2.079;12.17215;6.54787;15.41603;8.35029;0.34397;2.88334;0;0.4832;0;5.04093;3.19297;85.44937;133.77365;118.79324;632.77311;5.20485;8.4931;0;4.81906;12.09169;0;0;9.16374;0.54363
 Demir ve Demir D??? Metaller ;KARAMAN;92.89986;182.71948;422.05137;201.43353;179.63608;218.24744;392.93001;148.54272;245.44922;322.71138;1.01122;233.28065;216.38713;143.83443;287.62689;138.71275;138.83965;130.17344;288.51938;219.15966;93.0963;354.85349;161.76908;112.08307;172.72717;161.61901;197.57515;235.86899;124.09108;106.70537;219.15966;209.04646;133.30332;12.83656;179.22425;135.29896;61.39415;3.20621;291.41553;143.88554;312.60581;6.97454;50.72837;142.8377;117.33351;156.10812;114.21221;106.40825;248.09877;0;87.9434;165.57154;5.15124;2.33205;115.66532;111.17206;20.12148;1.375;3.18011;10.86901;67.01148;118.02735;158.56201;12.21949;6.817
 Deri ve Deri Mamulleri ;KARAMAN;0;0.28115;0.46945;0;0;0.31141;0;0;0;0;0;0;2.5889;3.78179;0;0;0;0;0;0;0.3627;0;0;1.01468;0;0.45577;0;0;0;0;0;0;0;0;0.00001;0.001;0;0.766;0;0.1775;0.13197;1.73534;0.39001;0;0.15775;0.15621;0.17038;0.43771;0.004;0;0.003;0.41363;0.003;0;0.2112;0.28863;0.44933;0;0;0;0.004;0.00036;0;0;0
 Di?er Sanayi Ürünleri;KARAMAN;0;0;16.34155;0.00133;0;0;0;0;0.0317;0;0.1935;0;4.65666;0;0;0;0;0;0.00021;0.0112;0.00016;0.00981;0.00289;0.002;0;0;0;0.0487;0;0;0.0112;0.11956;0;0.7049;8.0882;0.7107;0.544;4.1882;0;1.34885;0.7568;4.3545;2.36135;0;2.0551;0;1.93199;1.98118;0.04073;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0318;0.61726
 Hal? ;KARAMAN;0;0.12663;3.32301;0;1.44625;0;1.34614;0.56301;2.15192;7.94758;0;0.99396;0.25606;7.24724;0.19152;1.37489;3.8421;6.69324;0.33279;3.88761;3.08224;0.61986;0.57812;2.02506;2.99076;0.48307;2.8616;0.648;0.36512;1.15454;3.88761;1.06303;1.63644;0;1.27818;0;0;0;0;10.72322;3.6761;0.96565;0;4.27097;0.28243;0.14295;1.88885;0;1.03782;0;0;0.49069;0;0;0;6.58475;1.17925;0;0;0;0.15649;0;0.4647;0;0.06589
 Haz?rgiyim ve Konfeksiyon ;KARAMAN;0.37918;0.81749;26.178;9.35574;4.52864;14.09206;13.04236;9.33141;3.1661;0.04005;0.213;5.6029;11.90538;0.04475;4.72799;156.62352;62.15373;36.2076;104.16264;60.87307;77.04667;7.36362;11.12228;5.28439;3.56783;20.62462;6.61381;34.93006;0.3149;3.48111;60.87307;4.14309;0.48465;6.289;9.05964;30.25925;23.35048;1.91775;0;0.78811;1.0089;5.0773;0.76344;0.15881;1.04826;3.24577;1.02684;0.87911;0.46453;0.00324;0.00213;1.54581;0;0.00545;0.89096;1.1512;1.39606;0;0.1995;0;0.09986;0.39311;0.33825;0.0213;1.5769
 Hububat. Bakliyat. Ya?l? Tohumlar ve Mamulleri ;KARAMAN;17893.82783;14095.13133;21065.28215;14800.31125;20818.14162;24040.22699;27078.07605;25067.20058;25724.87486;22192.64598;14545.96017;20015.27789;14267.75572;17643.88352;21107.93168;15089.11605;14955.49338;20252.93317;19889.62432;19350.02595;18961.5901;17323.95812;13738.52862;17347.73492;11078.89952;16505.80642;23205.81994;13615.5486;12472.27672;19098.56306;19350.02595;20106.53966;16128.68508;13345.8765;13171.32539;15460.49294;9529.59183;16938.97488;18587.85757;18110.89951;15806.23073;23408.13912;22894.90488;22219.54721;17362.69539;12848.94284;18720.11197;11191.53209;13548.70455;15878.29065;18442.81152;18120.22058;17627.3786;25012.05668;28002.57491;25746.13126;20527.9072;16235.56211;18302.00658;13628.19507;17654.35924;18778.83084;22222.85463;21518.12266;21831.49828
 ?klimlendirme Sanayii;KARAMAN;15.34403;29.22166;121.61579;46.25684;290.96486;31.51002;22.35181;63.31599;13.37796;34.63961;158.63491;159.52612;18.89765;26.88709;30.2019;5.6496;0;174.93218;65.85843;38.49937;20.90485;18.27547;13.76155;66.30795;28.54801;2.08274;1.07861;22.3775;21.60907;12.6782;38.49937;21.88263;32.20634;3.71781;5.36609;28.14152;0;0.5645;9.55085;5.98637;0.33707;66.42089;0;5.05046;0.15997;7.84457;5.55225;0;0;18.639;2.37433;0.978;0;16.39824;3.03052;1.02356;6.52881;18.147;21.9762;4.1758;1.85;31.03847;117.36579;0;0
 Kimyevi Maddeler ve Mamulleri  ;KARAMAN;2618.31248;2196.13733;2203.35478;1820.00343;2724.07155;2340.49509;2795.69753;1946.34601;2224.85603;1914.20677;1395.34198;2246.62537;1914.32218;2137.85946;1905.14889;2402.19;1606.08054;2416.23831;1788.6628;1832.5351;1329.19359;1511.5362;981.27482;1565.64494;1424.6606;1423.7289;1186.95808;1618.46255;841.68387;1353.35865;1832.5351;1016.52665;873.37922;732.04672;1261.17721;776.4141;529.30538;792.26957;1127.84894;1371.56568;1069.89595;1078.64614;994.78139;1131.45075;1129.92438;693.96543;976.76756;458.2946;700.49713;826.29024;717.9542;1066.68949;811.6494;572.25481;939.10542;684.83625;321.1421;560.96553;377.63968;352.1091;405.67515;250.55609;460.84009;163.70912;225.30718
 Kuru Meyve ve Mamulleri  ;KARAMAN;0;0;0;0;0;0;0;0;0;0;0;0.5475;0;0;0;0;0;0.48664;0;6.37127;0;16.36611;0;0;0.58986;0;32.67458;1.81856;0;0;6.37127;0;1.68306;0;0;0;0;0;0;1.85521;0;0;0;2.91396;0;0;0;0;0;0;2.03642;0.24682;0;0;0;1.46091;0;12.25694;0;0;0.93821;0;0;0;53.77828
 Madencilik Ürünleri;KARAMAN;133.5885;168.20086;92.66006;64.86388;116.27705;12.96056;167.73266;185.1793;104.18037;1018.14678;1053.84344;63.78345;160.82124;368.17926;95.98901;178.77539;172.75155;177.32055;190.20003;214.99121;279.51516;151.12154;27.01919;237.79373;120.50418;137.39049;109.11477;106.46499;240.3245;127.8745;214.99121;101.13622;205.90253;85.03749;94.16164;145.40967;59.14846;45.45809;93.13352;75.29557;105.95544;96.07736;57.00051;145.8073;255.18885;106.31036;127.21566;63.31069;129.71276;210.31326;115.23581;101.96442;110.71756;97.39575;164.75989;75.76954;57.58645;67.14868;55.29875;87.12983;111.41243;52.22242;36.23913;104.91677;149.01703
 Makine ve Aksamlar?;KARAMAN;749.39041;4359.05064;1703.46022;1239.46143;3492.50613;2399.15619;3596.21426;937.75137;4276.48144;1716.24441;2426.04823;3043.04338;948.45445;4546.46295;266.3281;2528.84532;803.059;1467.42826;5277.63425;1335.27291;2743.25332;1969.7083;406.5545;2183.57305;738.00025;418.87229;2567.80527;496.71814;441.65393;1434.28337;1335.27291;1615.54143;2646.95252;1198.11273;837.22747;1082.89026;650.42592;1903.14568;554.35823;1783.53591;750.57846;528.20214;977.16671;807.62445;868.91104;334.91534;848.32748;687.97994;2273.78617;2317.12714;691.5648;1130.34608;199.23306;2130.9257;2848.27012;972.67886;593.45472;2258.28375;1778.52231;446.83683;715.10099;761.38446;317.87249;1273.72355;1211.32371
 Meyve Sebze Mamulleri ;KARAMAN;0.00446;25.06451;1.43411;38.63102;3.33417;0.06836;11.47442;28.21543;6.56305;32.38381;8.85004;3.0347;1.02154;16.84108;17.68101;4.13796;1.53115;16.2256;19.31684;31.15426;12.89038;33.46951;24.80137;4.5542;3.84587;2.4915;7.08949;1.78329;2.38896;17.6179;31.15426;0;2.39487;0.5664;0.38423;5.45091;0;0;1.63023;0.8388;0.37988;0;3.27165;0.3285;2.39319;0;1.27056;1.36836;6.06251;9.05833;10.35983;0.4678;27.04257;14.66447;19.17235;12.71591;43.28107;0.59073;0;1.34069;4.96466;0;0;0;7.61268
 Otomotiv Endüstrisi;KARAMAN;222.94395;490.16952;307.65613;521.64237;257.53104;502.77083;347.70094;273.73156;477.88197;228.11915;71.41394;90.60553;11.25243;261.73403;86.38549;206.10379;7.62487;42.85949;15.13548;39.07601;77.4198;127.2436;42.3653;172.41562;77.00739;267.79303;24.14614;43.10768;64.54629;689.86365;39.07601;125.2705;98.85634;237.17573;179.17091;77.80961;93.5418;34.40955;16.93555;16.802;227.8064;47.50599;134.25408;177.32032;152.81104;49.6752;84.48847;21.77229;50.27936;77.5373;81.43093;35.9004;58.6295;83.11898;114.0716;105.0106;88.82246;52.6072;144.15589;142.00777;211.9137;26.5;70.80865;26.7564;210.19265
 Su Ürünleri ve Hayvansal Mamuller;KARAMAN;41.58;4.37883;2.75754;0;94.65;122.52174;408.6854;834.87228;868.59633;685.2076;1047.07612;729.85145;565.266;1300.91012;887.62954;968.80357;810.11544;1479.18839;1185.1956;1052.52489;953.20469;559.08498;345.71544;655.81317;809.809;755.22453;747.08456;211.78069;652.52869;788.91256;1052.52489;750.65875;398.97188;384.43111;640.85227;381.19425;151.63516;106.10881;95.99335;530.45761;970.61955;814.0519;801.56471;686.05346;296.94;516.776;234.34866;163.74406;399.19073;1096.49875;902.87863;927.01938;890.58096;760.19516;1218.36679;786.073;497.59725;433.10315;517.48473;546.30542;937.96182;414.75071;538.7992;634.203;958.5592
 Tekstil ve Hammaddeleri;KARAMAN;246.56877;173.92606;78.37647;117.26642;244.7854;113.57646;178.86191;81.60342;333.1843;200.80739;222.02054;45.99286;168.6036;122.66639;176.68413;251.6309;185.37607;247.96432;208.50382;23.16903;299.2504;183.59331;312.72805;123.38943;49.31601;215.90949;243.72967;210.29762;269.76642;100.34435;23.16903;439.07363;101.87551;135.10149;523.02426;256.53926;439.5133;326.53979;101.91453;355.87804;367.14198;209.25235;399.81748;327.57463;68.61144;76.84932;334.63707;129.12339;248.75846;221.43028;293.98462;218.2587;157.39239;203.01735;1.95;198.13797;216.72494;89.50229;305.12415;190.32514;345.84294;182.08715;85.97725;192.69316;117.12691
 Ya? Meyve ve Sebze  ;KARAMAN;1571.40466;1372.37606;2170.56823;2845.65855;3571.53601;3016.47109;2288.27625;823.09986;529.75807;86.49856;229.68771;192.60724;575.35998;1023.62023;1622.08032;896.80963;485.77519;1285.04344;629.19288;757.18346;762.85913;299.92005;363.63386;226.1471;288.51233;277.23475;509.43022;728.64006;1115.8515;1066.75695;757.18346;786.37873;385.69946;106.36497;647.3852;427.51325;294.119;196.13;126.25465;366.95645;1094.85945;958.5586;364.3931;463.3881;555.00401;51.98971;106.25425;128.35665;100.58175;444.49064;1090.75027;796.37366;660.464;437.06327;146.89136;242.19875;44.13863;149.32595;230.62125;502.1992;699.73531;621.47282;777.65782;387.53738;323.45703
 Zeytin ve Zeytinya?? ;KARAMAN;0;0;156.9984;30.492;37.71;0;21.6;7.8227;0;0;0;0;1.56795;16.032;0;0;0;18.76479;0;0;0;0;0;0;0.06082;0;0.59436;0;0;0;0;4.90204;54.28018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.48568;0;0;0;0;0;0;13.18552;0;0;0;0;0;0;0
TOPLAM;KARAMAN;24411.33989;23675.02508;29344.62634;21985.52921;32451.80564;33510.97246;38339.51501;31011.90034;35695.7132;28999.2372;21804.7327;27704.88135;19233.01759;28273.5279;27398.70793;23495.47193;19696.70755;28536.38932;30727.68973;25342.90852;26499.128;23092.00255;17109.11884;23110.766;15415.35615;20731.30719;29542.81643;17868.30765;16856.55625;25419.60747;25342.90852;25668.5874;21609.88105;16724.8013;18224.12721;19323.51922;12205.07386;20823.65526;21352.47639;23142.07706;21339.55918;27720.34685;27181.44327;26550.04867;21233.36993;15069.36527;21965.79065;13201.42556;17944.28554;21361.01819;22819.88855;23007.7045;20912.29061;29769.76411;34292.81297;29944.55461;22943.19538;20184.19253;22206.14623;16123.22381;22208.96535;21720.35302;25061.88148;24626.1755;25795.16636
 Madencilik Ürünleri;KARS;0;12.29262;47.1;44.7552;96.8512;36.2;32.925;37.59859;24;0;0;0;0;0;92.48125;126.5229;149.13198;29.68546;30.8373;0;0;0;0;0;0;0;33.375;6.75;27;30.6576;0;0;4.5;3.125;0;14.75;6;9;16.5;28.85;51.9;27.85;0;0;0;0;0;0;0;0;0;0;0;0;1.3122;0;0;0;0;0;0;0;0;12.576;9.088
TOPLAM;KARS;145.538;80.76862;152.609;58.4702;102.0882;39.015;121.559;157.13559;161.67591;118.642;158.052;156.732;85.659;113.456;153.22962;191.66695;159.63198;93.91716;145.6393;103.80764;204.22053;159.52684;138.1272;131.9238;91.08777;53.75136;77.045;31.825;43.225;44.6316;103.80764;51.92;188.98172;95.20814;137.29807;203.02;137.331;39.15;93.0926;47.745;63.425;34.15;43.975;78.891;53.803;26.908;45.575;22.58493;29.072;0;0;103.50716;0;0;4.25778;0;0;0;0.874;0;0;7.8945;0;80.866;94.268
 Çelik;KASTAMONU;93.02967;143.08374;172.66929;88.23138;445.5217;132.77308;0;298.92199;109.04362;47.78915;2.29754;53.06528;161.75612;225.8768;53.33136;29.32934;93.81505;173.3528;43.30638;7.42071;227.7966;115.09923;23.17634;102.3176;68.96736;111.09689;189.4394;300.83367;801.35994;1498.09433;7.42071;244.2319;1554.32125;1745.00124;1636.98426;512.10594;0;120.46959;240.93485;74.4175;43.90668;75.77014;6.56915;10.7414;97.78794;18.65702;24.65757;27.23793;28.56272;53.70076;51.66183;176.91561;60.77387;10.69293;30.8283;20.61206;34.24027;20.43731;73.79958;59.67225;42.6505;12.3206;0.57701;0.45837;18.83174
 Çimento Cam Seramik ve Toprak Ürünleri;KASTAMONU;43.85814;27.40049;25.33581;48.9274;45.51134;61.31927;3.09644;11.32103;58.731;1.78228;12.59972;0.88407;24.50794;56.34333;2.13844;15.37152;3.24371;8.14291;9.0456;21.74184;23.75659;0.43127;0.94618;2.1248;5.06124;6.12507;12.27475;0.51332;2.99863;1.23875;21.74184;0.10399;10.69794;56.44107;0;14.15003;0;0.06604;0;12.60768;0;0;0.10259;0.29475;0;0;0;0;0;0.00124;18.55541;1.82893;0;0;22.3272;9.76211;2.68261;1.49088;0;3.83825;0.06011;0.31321;0;2.10954;0.40414
 Demir ve Demir D??? Metaller ;KASTAMONU;14935.85265;3163.72277;4029.04672;5932.28866;5221.74581;2519.97436;2050.74103;3334.83163;5872.77274;3194.75251;3911.65453;12987.37905;15894.09531;16814.59883;4401.7623;7799.55897;5197.2298;2506.22613;12427.20285;9807.44744;7681.91991;8936.48631;3744.02317;6954.42198;4904.85703;22720.57324;6690.49455;9008.52963;2612.28145;6228.30169;8901.75323;1329.15133;1394.53469;5707.26148;1583.89829;26397.45802;12868.88841;1455.49153;6859.25906;9905.05012;361.94305;748.51763;1537.01413;238.20993;37.50665;17.90445;106.83305;0.07684;40.08162;59.60265;78.73601;80.83573;27.212;10103.06882;10225.95797;20277.39154;65.63837;34.78177;110.95943;37.9124;15.49697;16.59756;62.5504;18.75606;19.69953
 Deri ve Deri Mamulleri ;KASTAMONU;15.28792;39.629;161.68236;13.36856;26.63222;113.13289;11.05076;33.39368;44.44741;36.61324;6.0159;6.39894;26.85541;27.71083;44.03475;26.42378;0;28.44611;16.49898;36.22445;31.69494;26.24073;0.98472;61.38875;0.28068;6.03932;2.43781;2.30116;0.06772;16.8292;36.22445;4.72705;0.79587;0.00137;0.09686;1.61553;0.19505;0;6.49138;5.07603;18.64767;1.63781;4.77055;0.12073;27.63266;26.58355;0.87086;0.06378;4.04816;12.85611;17.91407;14.18744;0;2.96098;5.65047;14.1455;16.68611;19.37353;15.68576;0.43314;22.5808;7.17477;4.89034;42.28254;2.27756
 Haz?rgiyim ve Konfeksiyon ;KASTAMONU;3328.6953;4412.80902;4646.32251;3561.87503;3865.80642;4028.67196;2675.67752;2805.66376;2027.90895;1940.29685;1901.37172;1888.22826;843.98541;3377.56327;3434.28;3851.66461;2640.35181;2217.74159;1643.68494;2071.5067;2152.41736;2858.96945;2154.98166;1680.10272;371.68468;424.14206;946.84616;1819.06044;1738.83032;1430.14488;2071.5067;1785.79268;2120.94648;2015.0624;1179.0523;14504.12646;1610.98659;188.24664;723.36972;1645.25588;1993.60315;1412.00261;1325.09396;1056.92986;989.88303;950.29902;1261.53676;1235.7218;1201.13052;689.58453;1058.80245;1424.20054;1704.59262;1323.65323;1038.36419;1163.00355;841.14866;1383.49477;1784.16195;1070.65358;1173.04706;981.56363;2043.81608;1600.80031;2030.5194
 Hububat. Bakliyat. Ya?l? Tohumlar ve Mamulleri ;KASTAMONU;0;0;4.97456;0;0;2.52926;0;0.18639;0;0;0;0;4.27;0;0;5.48135;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.73664;0;0;0;0.57256;0;0;0;0;0;1.058;6.65028;0;1.90193;15.97;2.62299;3.8616;5.22674;1.31029;0;2.737;8.74143;1.42901;13.7231;5.47632;0;16.85776
 ?klimlendirme Sanayii;KASTAMONU;4.42076;224.53698;5.05648;1.67074;280.73524;10.44814;117.62499;28.30152;1.87451;3.12911;111.293;28.29437;41.24099;61.37167;202.76262;257.56454;184.21709;90.08813;162.97037;31.06454;61.62895;214.70224;173.76952;136.23722;127.06652;66.81372;172.40852;72.82169;696.169;5.92623;31.06454;3.23154;65.0257;161.41486;34.10148;258.69264;0;31.79798;0.65557;0.07335;2.2366;3.94009;2.91308;1.80172;1.37063;17.03523;0.06425;0;0.40574;0;6.42546;1.03589;1.70378;4.61283;0.001;0.37189;22.93248;45.27888;25.8227;8.56162;0.006;2.90588;0.279;0;0.4
 Kimyevi Maddeler ve Mamulleri  ;KASTAMONU;123.65316;76.41618;147.81634;45.56939;0.00963;54.39573;56.53568;2611.22058;448.08749;1313.65817;28488.06722;11351.24916;3842.71258;3563.38765;155.115;19376.98447;713.98562;13.38622;426.31996;9728.41716;3794.39025;308.05023;9206.58152;32745.86286;155.58628;19.87825;277.84485;1057.53813;1265.14904;182.59464;8382.11039;74.60693;2939.69113;1424.51076;2737.9989;2088.35968;407.21552;983.93824;1087.96899;1244.25558;1401.45071;582.82411;2053.96119;1743.48643;370.71363;1423.75255;1896.2205;1332.55311;9.57677;2475.348;1444.29325;2844.00465;3387.92283;1401.66;2201.1863;875.99331;74.61531;933.08286;1181.9676;2045.14049;139.00845;209.00906;1858.26672;99.45794;799.25605
 Madencilik Ürünleri;KASTAMONU;1020.90579;704.56491;805.1261;2.21;510.0696;11040.66902;102.18401;633.70098;3993.04054;5857.70152;11119.13564;5305.70106;10512.50152;17041.61081;1166.05618;936.2183;20873.50353;15172.47044;13880.75729;784.3576;14688.11488;15407.26933;832.0718;939.09883;16491.03174;30781.66439;647.63023;11386.60367;334.70262;14370.2129;784.3576;8347.00677;10093.85525;2577.09437;12181.29555;360.48555;5624.54872;7939.05676;8153.92413;650.89033;269.03212;253.68808;152.6897;240.7065;258.44761;328.37815;462.59507;951.89445;1023.42498;771.57126;385.53059;0;628.13549;540.78227;703.25025;859.20032;621.05911;489.05577;852.98904;589.90365;745.7473;402.51765;676.62296;409.86427;722.84779
 Makine ve Aksamlar?;KASTAMONU;11.06295;199.37636;14.69265;14.05886;19.81242;35.84615;41.29422;84.81018;59.55769;154.81555;32.8885;501.64196;514.26007;501.10892;86.09934;322.26215;824.00795;18.1271;1003.40965;480.68509;91.7603;1610.24375;504.04548;691.30721;448.86391;489.92713;134.35137;408.65546;682.1931;308.40087;480.68509;203.51049;836.68908;288.46318;953.40524;1794.93651;1220.3496;109.39565;515.12113;781.2361;1.12453;253.48094;26.48122;70.02728;11.8295;388.9748;46.0274;0;16.02335;36.3885;35.35642;240.64365;297.58371;38.67974;463.47343;43.42772;15.79204;2.77349;127.62871;25.14982;54.04297;321.65441;12.75902;17.01526;48.46008
 Mücevher;KASTAMONU;7032.2;6398.715;1.07815;0;5423.88;5181.54;5090.97;0.90542;6837.52051;6741.36;0;5889.17712;6100.3744;0;6487.08844;8263.98331;0;10719.33805;8072.35068;0;16824.921;0;4909.88675;8114.02066;6078.25;8691.59473;8877.977;6521.615;5304.319;14029.946;0;8260.381;9372.196;6263.324;7021.53341;8670.402;20253.605;0;0;9063.738;0.219;6257.85745;6307.10398;5528.15559;8799.6615;0;0.15322;3050.13397;3901.721;2252.46684;2650.00346;6734.78337;0;2095;4438.345;2900.39321;2240.392;5611.69972;2007.58019;4041.66264;2511.843;2871.08462;7874.50965;0;6532.074
 Otomotiv Endüstrisi;KASTAMONU;246.25775;39.3;147.29;61.46276;28.35;60.26191;118.188;94.27226;188.89518;205.97756;154.08192;2416.87127;122.23629;350.28518;283.59387;380.62393;350.46176;311.82076;377.262;1845.63301;354.4613;1709.09441;359.7346;952.77216;251.72881;1171.36463;230.59191;292.01361;39.48925;530.00534;1845.63301;379.8435;856.84933;370.50217;63.69756;138.1929;606.71;559.24;46.9;75.17784;84.39275;69.32002;327.0115;432.08999;108.17181;64.66426;73.6897;93;111.9;43.74229;72.16;64.20475;91.436;8.27159;96.765;102.815;92.18589;218.9375;85.97884;446.0406;547.05;86.76479;41.5831;0;141.28807
 Tekstil ve Hammaddeleri;KASTAMONU;123.79818;197.31787;178.45279;216.96286;225.97823;141.5995;378.53809;13.84224;155.31866;300.89085;41.69417;242.62424;443.91978;293.82602;151.19356;94.88634;18.22964;148.72812;96.96584;80.65814;205.8306;114.97423;0;174.10223;76.69062;386.82393;7.6549;93.02182;116.42383;79.87655;68.83955;126.55292;60.32637;44.18674;40.72431;63.32394;0;14.95286;7.2014;10.09864;7.19279;0;7.5314;0;9.54933;14.87616;7.95523;61.58338;0;0;0.0423;0;36.39369;0.0046;0;0.44134;0.04611;0;0.05859;0;0;13.74337;12.71243;7.41773;10.77089
 Ya? Meyve ve Sebze  ;KASTAMONU;35.56763;199.79961;204.89224;18.40044;0;72.9;21.38392;26.21306;0;3.5216;223.83088;111.25831;0;4.41581;0;0;0;0;13.6995;0;11.3662;0;5.4;0;0;0;0;0;0;0;0;0;0;0;127.28789;0;0;0;0;0;0;0;0;0;0;0;42.87643;9.41069;22.17554;99.48281;69.40121;0;60.45469;0;158.70796;0;0;0;0;28.86852;0;34.2;0;0;0
TOPLAM;KASTAMONU;27719.46844;16190.63773;11065.95439;10645.35655;16903.45737;24267.60553;11550.7994;10974.48026;20707.56226;20474.85873;46444.81247;41378.53652;39259.12692;42750.87631;17274.84462;41842.23127;31929.79036;31890.9771;38877.77313;25415.44407;46595.41619;31779.33386;22189.78802;53795.3577;29577.18041;65169.37631;18716.83614;31818.11463;18382.56117;40253.21426;23151.6245;21216.78115;30375.96116;20947.31345;28030.12137;55777.86002;42797.26369;11597.6722;17894.84893;23842.8883;4616.72094;10262.87831;12198.81405;9576.86234;10863.43239;3358.52032;4178.68691;6854.1848;6746.57201;7192.67691;6298.19187;11871.39712;6526.28097;15900.34335;19947.86284;26513.36879;4549.143;9157.1828;6851.17295;8743.60694;5700.16214;5213.30343;13292.22273;2449.48856;10604.07118
