sector;province;2019-01-01;2019-03-01;2019-05-01;2019-07-01;2019-08-01;2019-10-01;2019-12-01;2020-01-01;2020-02-01;2020-03-01;2020-04-01;2020-05-01;2020-06-01;2020-07-01;2020-08-01;2020-09-01;2020-10-01;2020-11-01;2020-12-01;2021-01-01;2021-02-01;2021-03-01;2021-04-01;2021-05-01;2021-06-01;2021-07-01;2021-08-01;2021-09-01;2021-10-01;2021-11-01;2021-12-01;2022-01-01;2022-02-01;2022-03-01;2022-04-01;2022-05-01;2022-06-01;2022-08-01;2022-09-01;2022-10-01;2022-11-01;2022-12-01;2023-01-01;2023-02-01;2023-03-01
 Hububat. Bakliyat. Yağlı Tohumlar ve Mamulleri ;BILECIK;408.9521;158.73051;184.87684;5407.93201;0;21.81291;8.41615;0;2.0604;2.43112;0;0;5228.34685;5462.04354;0;4.79052;15.07816;0;0;0.0134;0.60477;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43.4395;0;0;0;0;0;9.44
 İklimlendirme Sanayii;BILECIK;2.52806;465.33784;367.5932;816.57484;8.05103;26.03521;2.91127;10.41901;0;0;0;0;749.24271;1290.23209;15.85531;70.82861;58.85146;0;1.38349;2839.11522;4496.22394;0;0;0;527.13886;261.14177;220.29078;0;0;0;0;0;0;0;0;0;0;0;0;0;15.98623;3.11674;4.824;28.49156;43.05025
 Kimyevi Maddeler ve Mamulleri  ;BILECIK;8.27258;23.46395;24.87718;0;15.36097;0;30.39959;25.00864;16.44887;19.15108;9.76371;5.97905;0;0;48.61929;0;0;0;0.0901;1860.1181;2838.14661;5033.63429;5291.67918;5645.76484;5982.63129;4173.73055;4538.4746;0;0;6.58575;0;0;0;0;0;0;0;0;0;0;0;2355.38029;3176.14368;2864.80887;3543.67825
 Kuru Meyve ve Mamulleri  ;BILECIK;0;101.55535;70.43881;1.93199;0;1307.90789;0;0;95.89832;130.08272;57.08331;41.39015;0.7107;8.0882;0;1458.04663;1048.571;0;0;0;0;2713.2777;7595.73193;3028.47208;2749.69423;2315.87834;3088.38794;0.23733;41.52351;28.00981;47.01705;0;0;0;0;10.82205;4.35543;0;43.4395;0;0;3658.55179;4029.1683;5866.26176;6396.67013
 Madencilik Ürünleri;BILECIK;1089.21857;0;0.0975;1.23133;1207.40043;68.56366;1035.90993;1084.73979;0;0;0;0;2.73218;20.44238;493.36554;32.53744;14.98811;0;0;0;0;2.57691;0;0;0;3.77849;0;4883.78488;3391.23;4977.15387;5189.53907;19.34984;0.0136;5020.58481;5939.61475;3555.61296;2546.72815;0.0515;2.46774;0;15.98623;8.4;8.8241;0;10.5
 Makine ve Aksamları;BILECIK;30.17273;1181.62845;1839.6304;2.82607;5.4665;0;29.82972;1.08937;1062.25514;970.22531;921.04319;845.26743;0.11226;1.01301;10.84597;0;0;2.99713;9.16216;0;2.19606;0;0;0;29.68525;0;4.0795;2518.32158;2716.2029;3761.94637;3573.651;3403.04247;4080.04882;6930.18671;6778.05381;4781.24603;6740.36145;2949.41091;3450.33016;0;0.23822;0;0.01;0;0
 Meyve Sebze Mamulleri ;BILECIK;0;8.7128;25.78572;0;0;251.51639;0.07241;8.1624;48.81189;14.50875;21.78501;21.39578;0;0;0;18.4113;7.20945;220.59981;118.0561;22.29229;0;0.18;0;0.0566;0.52748;0;0;0;0;21.553;10.0985;3205.7198;4400.41334;28.1728;6.8;0;8.54058;4921.91092;6101.14071;1041.16474;2145.43393;0;0;21.9085;0
 Mobilya.Kağıt ve Orman Ürünleri;BILECIK;283.39372;0;0;0.09667;500.34018;0.1334;81.46649;1.18654;0;0;0;0;0;0.00035;0.40647;0;0;0;0;0.012;2.53944;0;0;5.17574;0;6.60234;0;2.02455;0;9.39487;0;0;0;69.70504;15.17607;100.46736;1.01773;0;4.2;5235.32708;4560.42331;0;5.16551;0.98244;0
 Mücevher;BILECIK;0;628.93775;161.03508;0.35612;0;3.44702;0;0;0.62641;5.06319;0.11959;1.15515;0.87968;0.65899;0;0;0;1267.61468;1098.17004;0;0;0;0;0;0;0;0;2.56096;0;0;0;0;115.567;0;0;0.34147;0;0;0.04572;7.85294;3.174;4.98988;0;0;2.26733
 Otomotiv Endüstrisi;BILECIK;15.7;0;0;5137.45981;0;0;0.03352;0;0;0;0;0;1210.51929;1239.23971;0;16.2;111.52;1144.79218;190.85806;2.55726;8.92368;0;0;1.31039;6.6716;5.58793;4.92683;5.14369;6.36034;0;12.44571;0;0;0;0.55554;0.06883;0;2.01798;0;8.19437;1.62251;10.68252;164.41281;0.19218;52.40143
 Su Ürünleri ve Hayvansal Mamuller;BILECIK;76.905;0;0;114.89768;14.8;35.65321;37.028;17.493;297.82229;0;0;0;23.82615;34.54891;0;0;25.846;0;0;129.76987;111.2219;6.30625;8.25127;90.08124;290.58464;181.65562;261.21864;0;0;35.92767;10.88412;0;0.18686;25.95647;42.33861;13.71486;11.55125;0.80784;1.41605;0;0;306.86927;260.17138;338.03226;320.41043
 Tekstil ve Hammaddeleri;BILECIK;0;57.425;21.895;1.09055;0;0;43.09904;0;75.098;0;0;0;0;0;46.44397;0;0;14.0913;19.92156;0;0;254.78359;202.95063;1177.08187;1560.91778;1067.23879;1221.97928;8.85675;16.75407;205.73147;213.13557;28.66887;20.3497;301.08189;390.77412;230.0204;365.88929;9.59001;14.7117;0;1.92133;1238.60217;1245.17911;1496.97274;1575.37084
 Yaş Meyve ve Sebze  ;BILECIK;0;0;8.45253;0;0;5207.72033;0.3357;0;41.03726;2.646;0;0;0.01122;0;0;7373.07659;6753.82682;0;0;964.48398;882.99633;0;0;169.15215;28.34613;32.20239;125.13207;151.6602;207.12462;1141.13295;1054.99213;180.46119;175.01724;1446.61323;1582.62498;1398.82795;1849.11386;359.12144;186.22155;67.05783;19.42965;210.91057;34.6274;0.82;8.9065
 Çelik;BINGÖL;0;8129.74364;7040.62216;6.93031;0;2.93027;0;0;6415.41865;6597.68057;6538.78582;5246.22047;16.75425;4.62831;0;21.3492;23.38279;0;29.08;0;0;55.97225;285.47523;6.81089;2.74954;0.032;10.69528;652.38634;9.48195;0;0;10.24544;73.58197;2.23005;120.10248;16.44707;27.53131;58.80942;1552.10541;1425.97209;1320.52117;78.90984;153.32451;54.65752;65.35681
 Çimento Cam Seramik ve Toprak Ürünleri;BINGÖL;0;0;0.00158;5.5708;0;4.07233;4.82657;0.04547;0;0;0;0;73.95701;177.91273;262.29274;27.19226;0.69807;0;17.28;8.69026;7.08752;0;0;0;0;0;0;0;0;9.35205;45.03492;6.50739;95.66735;0;3.37835;0;0;13.748;0;1439.81267;13.06934;0;0.43036;0;2.33724
 Demir ve Demir Dışı Metaller ;BINGÖL;0;0.03268;1.14033;77.77708;0;0;0.06239;0.19298;7.05842;1.24428;1.13422;41.17444;106.08438;84.01601;0;116.4804;0;306.57536;267.01021;0;0;10.23647;0.7934;0.06368;1.728;0;5.47624;12.31704;63.51042;0;0.18049;0;400.75927;0;9.99412;0;6.71675;35.91395;43.08391;0;0;12.67242;0;5.27797;0
 Elektrik Elektronik;BINGÖL;0;5.16674;2.32131;0;0;0;0;0;43.30191;0;0.36866;0;0;0;0;0;0;0;0;0;0;0;0;3.53798;0;5.44781;0;0;162.2156;97.39107;175.265;40.51339;36.065;0;0;0;0;1.41454;0.51264;8.882;43.86035;12.105;0;96.25;19.23
 Halı ;BINGÖL;0;0;0;0;0.64187;0.12545;0.16436;0;0;0;0;0;0;0;0;0.308;0.31285;8956.51448;7562.04947;0;0;451.506;0;0;0;0;0;26.4;7.46806;0;10.0392;0;0.5514;0;0.74738;14.47923;0;185.289;100.30828;0.03069;0.00099;0;0;71.27299;84.76999
 Hazırgiyim ve Konfeksiyon ;BINGÖL;0.75505;0.17479;0;0;0.55512;0;0.03682;0.0732;0;0;0;0;1.13374;0.64847;0;0;0;0.9;76.46736;0;3.3354;0;0;0;103.5907;131.4067;9.464;0;0;113.7568;112.1378;22.15;109.18114;3.60348;0.195;0;0;0;0;36;50.83465;120.63788;30.67639;0;0
 Hububat. Bakliyat. Yağlı Tohumlar ve Mamulleri ;BINGÖL;0;0;0.11719;0.084;0;5.82726;0;0.2528;36.4902;0.02253;0;0.03175;3.78374;0.08565;0;14.24459;19.10027;0;64.30763;203.70728;221.02223;0;0;0;0;0;0;25.90983;144.275;2.0486;46.8481;2.74484;9.95;13828.80698;14893.73197;10132.82083;11592.24224;99.38628;21.55992;0;0;8021.82837;9112.95755;10845.92879;12124.9492
 İklimlendirme Sanayii;BINGÖL;0;0;0;0.01589;0;18.25562;0;0;0;0;0;0;13.49159;32.55395;1.3696;37.09885;15.88256;1.468;0.59231;0;0;55.83971;36.17488;10127.50746;11284.2655;8184.70273;9490.12516;0;0;10446.41263;10575.35891;7863.65503;10766.75817;0;0;0;0.258;0;0;141.53024;2.75975;0;0;0;14.38401
 Kimyevi Maddeler ve Mamulleri  ;BINGÖL;0.38935;0;0;40.65703;0;0;0.22467;0;3.30096;0;0;1.9781;29.92391;60.8893;5.4702;0;25.9919;0;0.47903;6180.67933;8585.55362;0;0;0;0;0;0;9248.29007;7715.19752;0;0;0;0;553.5136;268.62664;335.36253;44.53447;10396.946;12968.25949;0;94.25011;1.79649;95.99577;0;113.26928
 Kuru Meyve ve Mamulleri  ;BINGÖL;0;0;0.36913;0;0;0.00549;13.29672;0;22.26278;0;0.98616;0;18.7324;15.28196;0;2.1227;0;0;2.97939;1;0;9686.82991;14805.99586;25.81341;2.94583;230.71303;4.09275;0.5;0;229.53022;227.33421;150.56934;263.69498;0.0219;0;38.13586;1.48869;0;0;9654.12917;8448.82239;11.50415;2.53466;0;10.79321
 Madencilik Ürünleri;BINGÖL;0;0;0;0;0;0;0;0;16.25342;0;24.7975;24.05935;11.48478;14.68811;0;29.05;11.93757;0;0.12102;5.36882;0.88363;0;0.49069;0;1.48556;0;9.22717;157.46271;195.85825;9.12952;6.30885;48.15826;11.8568;0.16532;0;0;0;167.39971;466.5206;0;0.04352;0;0;0;0.00106
 Makine ve Aksamları;BINGÖL;0;0;0;0.02693;0;0;20.90483;0;0.30302;0;0;2.49224;1.86859;96.86596;0;14.01707;8.87835;0;0;30.26996;0;207.05768;10.5475;0;0;0;0;68.079;5.54726;0;0;0;0.01591;0;0;1.42568;0;11.92806;68.36726;287.37544;253.93251;0.97649;0;0;0
 Meyve Sebze Mamulleri ;BINGÖL;25.247;0;0.00527;53.47144;18.50328;56.45413;28.918;0;13.52166;0;0;0;0;5.11173;14.79;36.17617;33.8946;16.57643;19.35355;3;0;0.49324;2.03325;0;0;0;0.1764;0;0;0;1.39646;0;1.76306;164.02305;0;3.45584;2.96562;0;0.28958;22.91865;4.56766;2.35002;0.14637;0.0501;0.15748
 Mobilya.Kağıt ve Orman Ürünleri;BINGÖL;66.0638;0;10.3624;15.52468;36.37259;17.65564;76.02463;67.80223;9.309;0;7.3863;22.09935;7.43617;6.51091;16.08545;262.65283;0;8.8112;156.5206;0;0;0.35428;0;0;0.63841;0;67.09357;0;0;0;0;0;0.06193;0;0;0;0;0;0;0.27473;0;100.96465;85.8125;0;0
 Su Ürünleri ve Hayvansal Mamuller;BINGÖL;0;82.41797;43.93486;0;0;0;0;73.27926;56.13794;18.90279;8.7298;54.72951;0;0;0;0;0;0;0;0;8;0.09988;0;0;0;0;8.172;75.57236;0;0;1.2016;0;0;2.08203;24.84903;2.29026;0;5.79436;0.01497;0;0;0;0;0;0
 Tekstil ve Hammaddeleri;BINGÖL;0;12;0;0.18048;0;0;0.35852;0;50.22;46.86;0;0;0.18034;3.52806;0;103.54629;96.6895;5.011;2.48135;0;0;0;0;0;0;18.40593;0;0;0;9.99888;6.3472;0;0.07842;31.84273;36.204;14.73522;72.72281;0;0;0;0.16318;12.4297;7.33551;0;22.01624
 Yaş Meyve ve Sebze  ;BINGÖL;0;0;0;0;0;0;0;40.43;0;0;0;0;0;0.24339;51.95497;0;6.49847;25.22;35.467;0;15.30951;0;0;55.43489;77.18142;39.8082;85.66925;6.42481;11.5074;34.99;38.10996;37.07427;45.31495;0;0;0.90928;0;0;51.3507;21.65652;0.37709;35.41135;62.94906;35.847;59.39524
 Çimento Cam Seramik ve Toprak Ürünleri;BITLIS;0;99.79218;58.25207;1.41998;0;0;2.89609;20.23207;258.15931;83.3496;43.40264;146.56474;2.143;0;0;0;0;48.45806;62.30126;0;0;37.62396;53.79302;3.03;3.77336;5.49163;2.16;0;0;1.0248;1.8912;0.9496;0;61.21353;0;0.40741;1.22254;0;29.86425;12.64052;23.77032;6.543;64.92291;145.88617;45.3555
 Demir ve Demir Dışı Metaller ;BITLIS;0;0;0;0;0;0;0;0;34.04312;0;0;0;0;0;0;0.225;0;588.31216;25.57182;2.975;2.217;8.48736;0;1.05;0;1.7;0;3.3689;0.9;0;0.99872;0;0;19.1464;0;0;39.99701;9.60005;4.704;45.74877;39.13109;2;0;0;0
 Hazırgiyim ve Konfeksiyon ;BITLIS;0;0;0;2965.86698;0;0;0;0;0;0;0;0;3230.85903;3784.72702;0;0.02;0;0;0;47.25;0;2.74822;4.9835;0;0;13.79125;0;44.16435;0;17.22526;21.21974;0;0;39.25334;50.0307;153.51213;48.97279;0;219.36694;0;30.06375;43.318;0;0;18.2962
 Hububat. Bakliyat. Yağlı Tohumlar ve Mamulleri ;BITLIS;0;0;0;0;0;0;0.0425;0;0;0;0;0;14.37391;161.64635;0;0;15.73425;89.07775;97.31881;14.05605;14.75085;1.4;1.93117;22.02069;33.01117;34.7478;47.33345;28.9344;0;28.46024;50.50474;10.4231;52.81203;0;0;0;0;0;12.234;56.1046;131.20363;125.78681;31.87744;93.96552;114.67971
 İklimlendirme Sanayii;BITLIS;0;0;0;123.5658;122.1061;0.0095;0;0;0;0;0;0;71.31483;33.74353;132.27;0;0;2.43895;0;10.4296;34.5522;21.69479;17.92;50;0;0;0;29.03791;73.42865;0;0;0;0;432.90807;220;0;3.38394;105.0694;119.17121;0;0.15556;0;0;0;1.91634
 Kimyevi Maddeler ve Mamulleri  ;BITLIS;95.78491;179.5245;0;352.93571;17.05719;0;27.1049;73.08;268.21792;304.46592;82.00148;41.19798;353.7871;253.19715;39.13265;2.1;0;786.27355;543.96113;0;30.39166;64.92845;24.93475;0;0;0;0;0.55;0;364.52404;290.15905;0;556.20055;0;0;0;0;1.39963;3.15747;45.14;37.57;134.81018;0;2.64983;0
 Madencilik Ürünleri;BITLIS;32.40696;23.19655;50.71456;151.56992;42.65435;146.946;46.59907;27.07;15.62463;36.08901;52.43917;22.41283;211.7584;198.99374;0;34.73675;106.1575;0;0;0;0;0;0;98.78362;91.49934;29.66614;20.51107;62.09051;88.91282;0;0;0;0;0;21.38074;65.37365;43.41277;0;324.19468;157.50296;79.5044;518.34718;0;0;0
 Makine ve Aksamları;BITLIS;0;0;0;321.50235;0;27.8929;24.92153;0;0;0;6.36;0;378.62976;383.66503;0;35.19555;108.46022;0;0;87.30994;98.03421;0;0;0;0;0;0;0.02908;0;37.30472;37.74895;74.70153;56.9905;0;0;0;0;0;0;0;0;54.7652;45.00546;0;15.67319
 Mobilya.Kağıt ve Orman Ürünleri;BITLIS;0;0;0;54558.37867;0;0;0;0;0;3.6489;0;0;48627.48368;55211.84364;0;23.4542;6.233;0;0;0;0;115.5616;87.85396;256.13261;210.53509;374.32398;244.43566;75.11725;40.21929;3.15852;0;0;0;1306.32997;649.41412;633.04907;272.85683;22.12079;0;220;5.43176;0;0;0;0
 Su Ürünleri ve Hayvansal Mamuller;BITLIS;0;7.24064;0;2367.99248;0;0;53.04715;0;0;0;0;0;1518.4197;1924.08952;0;0;0;0;0;260.66165;226.95406;0;0;0;0;0;0;1.24764;0;735.3462;683.22068;321.8761;988.78913;0;0;0;0;0;0;0;3.46256;1051.00322;396.57968;278.39862;435.67746
 Tekstil ve Hammaddeleri;BITLIS;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;463.27946;204.48784;0;0;0;0;598.49037;418.9023;0;0;0;0;0;0;0;0;385.37379;1301.10122;28.60037;79.22067;0;4.5;13.37921;0
 Yaş Meyve ve Sebze  ;BITLIS;0;0;0;32.94229;0;0;7.14;0;24.45;0;0;0;25.59669;17.27234;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18.90808;0;0;0;0;0;0
 Çelik;BOLU;15.97186;487.51089;478.47579;8975.90607;13.50442;0;5.77292;13.26129;535.04057;405.29947;140.80065;321.65968;12442.13919;4158.55012;21.38882;0;0;42.46178;46.6282;9.36;0;0;0;0;0;0;0;0;0;0;0;127;0;0;0;0;0;0;0;0;4.5;0;0;0;0
 Çimento Cam Seramik ve Toprak Ürünleri;BOLU;12.76756;0;1.87893;0.25195;7.86865;785.35453;0.04288;0.96756;10.65087;11.94084;2.0041;3.21663;0.99152;0;13.63916;236.93639;593.47478;1.105;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;84.62394;26.094;19.64;230.08064;0;23.75;0;0;8.32;84.2;217.07787;80.47215
 Demir ve Demir Dışı Metaller ;BOLU;459.47155;19.87476;20.99628;96.76005;547.89999;13.90793;419.1232;429.55095;2.12392;18.42036;16.08117;4.48293;0;19.28629;437.23095;0.25322;10.1;0;0;31.27948;31.2;0;0;0;0;0;0;0;0;32.6;126.9426;0;13.896;0;0;0;0;3.2041;0;0;0;0;0;0;0
 Deri ve Deri Mamulleri ;BOLU;899.39879;773.85565;611.88129;3.24064;310.16282;8.10111;251.44177;775.80385;513.83651;381.55762;290.13579;234.34915;1.12693;40.39839;150.84508;29.18338;0.26896;0;0;0;0;0;0;72.248;327.01;443.46934;373.09;0;37.82;0;0;0;0;294.73525;234.96;129.155;145.4556;243.13117;113.85996;0;0;0;0;0;0
 Diğer Sanayi Ürünleri;BOLU;0;805.40355;902.6869;0.39723;0;461.07088;0;1.24729;921.68032;318.23829;146.63216;232.18923;0;0.86849;0;521.43059;461.21705;0;0;40.3184;20.25;0;0;39.47946;26.432;17.885;44.31736;0;0;240.97595;113.52567;440.15338;178.54626;0;0;0;0;0;0;121.526;200.39231;0;0;0;0
 Elektrik Elektronik;BOLU;47.53873;0;0;45.91296;33.19259;766.13079;55.706;49.22149;0;0.16897;0;0;54.48994;89.98095;165.58239;548.16956;572.66864;0;0;27.4422;42.53918;69.47;279.78875;0;20.66488;4.3;0.92516;261.48395;285.28056;0;170.54;0;0;0;0;0;0;13.37292;0;0;0;0;0;0;0
 Halı ;BOLU;0;79.36226;101.62461;0;0;0;0.49446;0;77.81194;66.70761;120.03084;21.43632;0.17933;0;0;1.42568;0;0;0;0;0;60.40191;54.94791;0;10.12;0;0;24.74285;35.87323;10.15487;15.84885;0;0;0;6.05;0;0;0;0;0;0;0;0;0;0
 Hazırgiyim ve Konfeksiyon ;BOLU;207.69397;0;0;14913.47442;194.73384;82.46231;230.1913;47.84454;0;0.01239;2.71357;0;12716.02527;14239.21048;16.44805;93.71227;78.09899;459.41924;370.66916;0;0;0;6.601;0;0;0;0;0;0;0;0.15;0;0;0;0;0;0;0;0;0;12.06227;0;0;0;0
 Hububat. Bakliyat. Yağlı Tohumlar ve Mamulleri ;BOLU;289.72144;302.67861;687.33542;5.01528;194.23423;0;150.34265;146.17159;332.78975;209.00619;0.46455;20.7869;0;8.34981;229.71923;0;0;4.38312;12.99537;0;0;0;7.514;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.96;51.16191;6.07027
 İklimlendirme Sanayii;BOLU;2.17005;94.01604;48.74148;60.16335;31.62339;205.00142;55.40999;36.00633;132.60645;57.5088;52.4865;92.35048;105.46424;62.12249;2.30718;224.73933;140.86185;10.99604;0.25047;0;0;0;0;0;0;0;0;0;0;0;0.00003;0;0;13.7122;0;0;10.60814;0;0;0;0;197.31794;0;0;15.2281
 Kimyevi Maddeler ve Mamulleri  ;BOLU;2463.89998;18.10234;12.08211;450.95465;2575.59314;300.56016;1632.34401;2144.67247;43.77621;40.79891;0;0.21718;386.9983;484.08048;2645.91435;264.58493;236.50674;412.41659;215.28109;0;2.4;0;0;217.55272;1163.53863;465.65434;512.76833;0;0;0;0;42.9;0;153.44659;53.56077;0;0;6.37852;0;0;0;1239.49756;453.88182;951.90501;452.58595
 Kuru Meyve ve Mamulleri  ;BOLU;0;1682.15359;2353.24737;42670.66686;0;41.96344;0;0;2095.68961;1901.34194;1685.60117;1398.28207;37495.98939;48787.63612;0;19.17178;51.56617;523.77849;342.89462;0;0;12.7;15.90238;16.80935;17.21383;21.86327;19.26242;0;0;0;40.00291;705.47363;134.12804;1098.25544;699.20252;0;85.6643;0;0;7.4;7.8;53.34087;11.15234;65.77552;91.14987
 Madencilik Ürünleri;BOLU;6.80303;0;0;758.88539;55.88243;2415.06879;189.97205;5.7204;0;0;0;0;414.20568;584.944;67.10593;2764.1415;3021.55278;2.76908;0;760.43526;257.89128;444.18181;485.73445;22.84441;8.20025;3.90229;7.67437;1204.056;456.29586;338.12796;890.7213;1460.82096;981.80432;15.44194;28.62846;848.94727;1425.56886;456.47976;677.21342;0;16.61231;15.82166;10.52774;23.4582;11.48489
 Makine ve Aksamları;BOLU;114.25517;33.08962;186.90909;478.01066;192.37034;1.31804;128.95366;153.33072;206.13928;71.71939;3.23978;126.44883;306.59186;267.53775;238.9559;0.01582;0;86.67812;161.36371;2.69394;29.09439;5.40123;32.54368;600.65818;589.74036;753.49021;816.48688;17.74481;12.65101;3.00312;18.77809;17.77207;52.73228;4.98079;5.69166;17.49457;29.59088;38.3122;12.53873;247.73444;584.93251;590.08043;903.48953;707.17262;872.2328
 Meyve Sebze Mamulleri ;BOLU;48.86997;99.1988;134.40841;19.25722;38.18724;142.32259;181.9731;22.22908;92.71453;111.52687;124.47357;32.6545;6.27263;33.08145;0;80;161.69872;0;0;6.69246;35.70386;18.78178;9.179;660.86545;507.99916;786.51806;460.78131;1.57269;5.4919;7.46015;4.15095;9.06633;19.12047;765.98567;997.13698;7.3562;26.72048;17.20013;6.27615;31.27088;31.0378;1168.22528;517.55967;948.31057;761.05769
 Mobilya.Kağıt ve Orman Ürünleri;BOLU;140.79606;0;31.61353;10.87906;263.63648;109.0327;155.3359;124.54578;20.93326;0;62.44062;4.50475;38.65808;32.09478;259.3855;263.02641;255.3043;83.23384;293.76462;440.78377;282.38905;705.29091;687.36402;0;0;0;7.74185;643.22986;806.08547;950.52345;866.37362;812.13029;691.97981;819.14215;1170.64038;622.83438;871.02457;708.56638;765.92749;10.37842;10.0355;0;0;0.21367;0.53375
 Otomotiv Endüstrisi;BOLU;488.30876;56.03281;310.65919;0;1062.19265;78.83096;689.5476;442.29038;155.27467;368.35007;210.64206;26.06661;0;0;29.15533;0.87513;0;82.56936;306.04596;391.94333;565.33123;1098.73711;1188.4685;273.11949;188.6434;122.5059;148.3249;1082.78463;819.40173;1322.58339;1155.38541;769.76735;725.96078;0;0.23615;637.0299;946.22274;606.37171;1053.39649;629.41599;627.72236;110.20006;202.59701;239.57444;186.01686
 Su Ürünleri ve Hayvansal Mamuller;BOLU;3386.36182;735.81695;908.93622;1.69;3208.2174;119.38399;2844.20788;4884.70574;1017.58249;643.22865;7.57037;19.57681;10.99365;3.874;3702.22521;534.08659;409.55612;14.19697;28.75637;0.95853;0.23948;1.93351;2.02297;0;45.59771;41.32262;59.95448;2.05295;0;1.78091;0.24919;0;4.25311;188.03075;285.82565;0;5.03298;0;0;378.20523;698.95758;0;0;0;0
 Tekstil ve Hammaddeleri;BOLU;0;5233.27189;6120.13466;5391.89465;0;1748.11724;0;0;4297.71749;4818.4242;3866.60269;2776.44587;3662.35088;5231.84082;0;476.60176;465.06045;2811.10827;3361.54757;136.6344;121.75919;177.9378;237.83881;175.55291;637.25989;39.91932;251.56848;247.41021;141.55385;265.88488;356.12885;142.29752;167.07178;0.63665;14.0708;244.76358;275.06568;129.48672;273.61151;0;0;0;0;0;0.786
 Yaş Meyve ve Sebze  ;BOLU;0;0.8284;0;4220.90252;0;2996.66624;26.55144;0;0.612;0;0;0;3888.67513;4077.26427;0;4169.1845;4625.60114;0;0;0;48.78166;0;0;148.6678;204.92075;61.99448;192.84265;0;0;57.48931;62.6068;0;0.11883;0;0.27434;0;0;0;0;416.04146;213.75625;4694.14331;4951.48545;0;0
 Zeytin ve Zeytinyağı ;BOLU;5.5;0;0;0.8765;0;0;0;0;0;0;0;0;2.16882;2.90393;0;0;0;86.9583;64.91631;103.1254;328.38626;153.93634;177.07744;4.53298;9.20297;0.13559;5.31583;211.15506;281.03126;547.39705;295.58049;1609.63405;1363.51577;2853.79439;2410.13884;0.03521;0.38641;0;0;0;0;646.44142;612.72842;4583.50665;3390.28283
 Çelik;BURDUR;7.93323;9933.68527;12436.1852;1207.82558;11.50633;0.86921;20.78979;11.05876;9921.9393;9018.9511;6591.11894;4993.00826;816.36583;1288.03613;0.47458;0.0866;0;63.52125;93.05103;65.96633;16.62139;83.87625;1.74297;0;1.50759;0;0;37.4975;13.30486;39.72375;6.07963;0;44.00674;6.07034;16.48935;140.85613;391.94956;345.73845;563.44231;2838.56218;2278.53283;4477.09418;4025.71621;4.56282;1.44827
 Çimento Cam Seramik ve Toprak Ürünleri;BURDUR;359.0823;0.83837;10.78432;232.62703;122.4276;9492.74435;594.70325;413.87494;5.02384;0.519;1.05047;0.3;769.90569;590.77536;2570.78374;9991.04462;10490.06191;441.8813;412.19335;2167.45566;3847.88144;2400.17665;3497.88739;14;31.23188;39.66686;36.58512;3873.0524;3338.28977;4181.85345;3320.91309;2893.72783;3511.94273;4045.6486;4164.79491;3.37343;0;22.86306;114.80173;535.01533;592.43115;0;0;3417.66258;3679.41979
 Demir ve Demir Dışı Metaller ;BURDUR;244.47557;269.5;716.27464;88.86686;3.89853;29.30344;221.83022;218.8748;917.48435;367.098;1725.8198;1774.22141;1.3424;31.7;55.25992;42.12784;2.31257;179.4689;262.3563;0;0;0.08617;0;737.00881;197.71577;359.07208;190.15175;0;0;0;0;0;0;9.17875;6.38926;3181.97009;4451.59849;3006.79187;3394.52082;0.364;42.41061;9.2642;3.0108;0.15422;0
 Deri ve Deri Mamulleri ;BURDUR;0;277.49202;180.73751;479490.3558;0;100.19713;130.51031;0.44;314.90355;281.51547;117.54013;157.003;478586.524;511117.5192;0;4050.2661;6636.71426;3882.86208;3793.13752;148.89403;93.80536;122.10694;99.90163;65.45257;23.42088;0;65.80364;58.92451;0.42;85.62505;50.09741;26.50152;93.55644;5.3676;106.39972;0;0;0;0;4487.81069;3354.06798;152.23203;527.23096;15.89786;56.32446
 Elektrik Elektronik;BURDUR;2.9;0;0;35348.76037;0;236.06309;0;0;0;0;0;0;36894.19236;35222.48101;0.02419;213.84291;170.28624;0;0;306.40428;350.22198;320.29694;598.11238;354.70604;584.74817;256.85847;342.92583;346.56852;414.16774;399.40735;246.31936;174.52105;239.60302;828.59099;1017.48276;11.15814;6.67481;31.54735;43.89675;0;14.20722;0;12.7776;791.654;279.32531
 Halı ;BURDUR;0;0;0;0;0;0.22;0;0;0;0.00002;0.03627;0;168.85698;84.17094;0;0.0322;0;0;0;0;44.50724;129.39312;76.872;324.743;563.50249;150.87854;272.38928;0;0;31.22224;29.764;0;4.27904;33.07136;0;188.50061;173.47505;214.0374;359.23991;4.6307;29.1798;249.90745;185.33773;5.49487;12.07835
 Hazırgiyim ve Konfeksiyon ;BURDUR;0;0.74929;0;51.44323;14.74095;20.0211;0;0;0;0;0;0;74.99335;148.67641;0;11.97354;0.00024;0;0;389.89567;301.02511;548.30298;491.10338;5459.65487;8446.25208;5330.83985;6146.71303;186.12492;195.32786;260.71477;293.08649;406.34034;392.14873;602.84469;617.90108;0;0;15.35998;0;434.26272;660.04806;200.82008;370.53042;39.51975;379.96042
