sector;province;2019-01-01;2019-03-01;2019-05-01;2019-07-01;2019-08-01;2019-10-01;2019-12-01;2020-01-01;2020-02-01;2020-03-01;2020-04-01;2020-05-01;2020-06-01;2020-07-01;2020-08-01;2020-09-01;2020-10-01;2020-11-01;2020-12-01;2021-01-01;2021-02-01;2021-03-01;2021-04-01;2021-05-01;2021-06-01;2021-07-01;2021-08-01;2021-09-01;2021-10-01;2021-11-01;2021-12-01;2022-01-01;2022-02-01;2022-03-01;2022-04-01;2022-05-01;2022-06-01;2022-08-01;2022-09-01;2022-10-01;2022-11-01;2022-12-01;2023-01-01;2023-02-01;2023-03-01
 Meyve Sebze Mamulleri ;GÜMÜŞHANE;0;99.5035;0;18381.17253;502.01097;0;0;0;0;0;0;0;19435.91197;21435.49877;830.74276;0;8.77627;0;0.15045;39.59397;39.7558;23.11127;84.04302;1184.68449;1773.60161;882.63196;1356.4931;1372.71164;490.73313;922.3946;349.7178;73.80092;1005.68317;0;0;23.09514;111.75489;6.93524;8.90973;25194.43137;30597.7909;62.06037;67.11393;77.26655;115.40039
 Mobilya.Kağıt ve Orman Ürünleri;GÜMÜŞHANE;29.75;67.92256;138.063;3939.73148;17.97393;3555.83032;173.25137;105.39762;56.83184;143.657;0;24.2253;3118.59856;3222.52041;0;3397.62851;692.06067;0;0;1489.63356;1428.67945;68.93342;31.50376;23.67291;58.93932;40.83121;6.44407;587.77163;1097.84475;121.66469;55.40006;26.25536;49.37718;90.47125;18.57315;54.26974;5.23951;16123.78555;29457.46841;0;15.86;41.49993;1.14958;30.43706;9.84486
 Çelik;HAKKARI;794.91243;418.20544;699.38792;66.39526;0;0;182.72116;509.24473;612.50774;0;0;0.02523;34.51535;60.7789;0;0;0;0;0;12.93733;21.76345;1600.45263;1236.57183;0;34.35234;0;0;0;0;2.5099;18.60517;0;24.18527;857.80803;1361.92526;88.2372;78.75108;0;0;211.23788;190.17111;60.5855;26.28202;30.03236;56.82527
 Çimento Cam Seramik ve Toprak Ürünleri;HAKKARI;0;0;18.30725;3181.60945;0;141.36136;1.03485;0;0;0;0;0;2078.59288;2775.5501;0;137.35254;199.47278;0;0;0;0;22.1337;62.54296;3.07962;2.59366;0.00177;0;0;0.29174;0;0;0;0;83.24674;168.75743;916.66907;881.75023;121.57959;103.89211;42.6525;29.84779;645.75795;668.48298;452.39404;798.74901
 Demir ve Demir Dışı Metaller ;HAKKARI;10.14959;0;4.71301;428.5095;24.74041;3697.19168;0;0.80046;0;0;0;1.58915;771.8761;153.49985;25.17271;3534.98105;900.30972;26402.62592;28839.36604;0;0.225;0;0;0;0;0;0;16.9132;27.42037;0;0;29444.53963;27190.25233;0;0;1343.3149;941.23489;7.457;75.62459;136.55773;81.87824;290.84971;541.62197;602.96408;1153.5635
 Deri ve Deri Mamulleri ;HAKKARI;0;0;0;1.66274;62.98477;296.02641;0;0;0;0;0;0;3.19646;0;51.39329;326.51515;659.05662;0;0;0;0;0;0;0;0;0;0;10.73541;0;34375.73362;44739.47339;0;2.51406;23.6128;30.86244;63.03864;25.09443;43.67442;24.49222;7.47006;24.3946;0.62535;32.28113;9.80671;57.79037
 Elektrik Elektronik;HAKKARI;0;0;0;64.54847;0;0;0;0;0;0;0;0;71.66527;179.79402;0;15.36565;0;0;0;0;0;0;0;24771.37388;32164.68506;23058.06428;21650.09953;0;0;0.49662;0.49092;0;0;0;0;0;55.71821;3.14394;11.45144;77.79154;38.15174;0;1.80395;43.16419;53.91422
 Halı ;HAKKARI;0;0;0.95884;37.07759;192.25379;0.44595;0;0;0;0;0;47.51343;19.65631;20.26139;96.61551;0;0;0;3.20217;0;2.26964;2.85951;0.81456;0;12.21373;0;1.77079;36731.27849;36521.6233;0;0;0;0.02573;29280.44339;29029.69818;0;1.0039;0;0;1073.10234;745.1229;0.50933;0;0;9.25432
 Hazırgiyim ve Konfeksiyon ;HAKKARI;0;0;47.66266;0.00275;703.22806;0;0;9.30069;81.00536;0;2.5502;44.45721;1.575;2.925;1075.96265;0;0;0;0;0;0;0;0;0;2.37946;0;0.0329;0;0;0.6141;0.81002;0;0;0;1.01841;0;0;66.58212;24.50951;458.9951;352.29203;0;0;0;0
 Hububat. Bakliyat. Yağlı Tohumlar ve Mamulleri ;HAKKARI;144.4359;57.09837;0;10.25495;51.23832;0;64.77372;67.05775;120.63578;0;0;0;0.66527;7.9;21.52621;0;0.2323;29.27644;27.37177;17359.95397;25871.13942;0;0;0;0.61506;0;1.53929;0;0;0;0;0;0;0;0;0;10.97428;601.64;1050.45674;249.16306;103.11775;0;0;0;0
 İklimlendirme Sanayii;HAKKARI;0;0;131.57033;27.14689;2.87078;27.26532;0;0;0;0;0;48.15131;3.9;1.02913;3.68287;29.05753;14.76568;1329.44887;2970.70789;0;0;28571.03609;32115.64822;0;0;0;0;0;0;0;0.23319;3.26539;0;0;0.20636;25482.42004;28061.86179;1319.55796;551.79544;0;0.009;46066.24305;18677.43424;23756.86051;30259.39597
 Kimyevi Maddeler ve Mamulleri  ;HAKKARI;103.9044;389.78021;1093.98988;28059.11047;18.09197;68.09748;216.94028;270.22159;333.07915;0;121.70375;293.868;20368.09451;27998.5403;0;88.5388;108.70224;0;52;0.509;0;0;6.50966;0;0.08696;0;0;0;0;7.96724;0;0;0;0;0;0;0;38.09521;77.9915;0.21527;13.10829;3.85631;0;0;0
 Madencilik Ürünleri;HAKKARI;35.72494;294.69176;0;1.55407;0;0;1123.31608;895.76257;128.25414;0;0;10.97261;0;0;0;0;5.15;0;4.98289;11.18802;1.8126;0;1.17985;0;4.03548;0;0;0;0;0.22285;0;0;1.2784;0;0.19859;0;0;0;12.62702;0;0;0;0;0;0
 Makine ve Aksamları;HAKKARI;5.62071;32.22302;3.55157;7.259;0;118.06534;0;7.25685;0;0;24.86401;39.31094;19.77955;33.96371;0;238.49095;156.24915;78.53349;168.33107;0;0;0;0.06582;0;0.29636;0;0.12563;3.05601;8.93406;0;0.1661;0;0;0;0;0;0;0.49388;53.64403;0;0;0.91514;0;0;0
 Meyve Sebze Mamulleri ;HAKKARI;2.33644;0;28.5957;74.76201;1.19299;827.92071;0.31982;0;0;0;0;0;94.41474;64.42194;0;2064.19856;564.91075;1437.2588;3226.59579;15.51956;3.858;2.64682;0.49881;0;1.64612;0;0;0;0;0;0;5006.25158;7595.62103;6.29899;0;0;0;0;0;30398.6156;34474.71919;0;0;0;0
 Mobilya.Kağıt ve Orman Ürünleri;HAKKARI;25.64826;0;0;626.4352;98.69424;109.37011;64.04916;103.05;41.216;0;0;0;864.87539;516.51267;0;0;0;1169.23159;1294.14878;6881.54971;1715.61806;0;18.59555;6513.02573;1063.03648;6990.3753;6771.00861;0;0.08616;7055.75565;5995.76083;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 Mücevher;HAKKARI;230.97637;44.91892;0;498.2328;10.22963;0;11.27345;0;0;0;0;0;310.23947;373.46928;0;5.70721;0.25706;0;0;0;0;10716.23362;952.71848;0;0;0;0;10275.99973;1204.24147;0;0;0;0;0;0;0;0;20485.62528;32953.91749;0;0;0;0;0;0
 Otomotiv Endüstrisi;HAKKARI;0;0;0;1365.75068;0;170.92765;0;0;0;0;0;0;1302.90011;752.26976;0;0;0.2031;0;3.52675;1.43795;0.78183;0;0;0;0;0;0;0;0;0;0;33.56827;35.50257;0;0;0;0;0;0.85677;0;0;0;0;0;0
 Su Ürünleri ve Hayvansal Mamuller;HAKKARI;0;0;2.62926;16.51145;1690.43166;0;0;0;0;0;162.82991;0;25.65199;72.65001;2106.59711;183.72025;0;3.01425;0;121.81692;24.149;0;1.99808;92.62897;182.62455;112.96529;111.37457;0;6.55244;44.54644;49.13205;0;0;6325.01371;5370.75474;0;0;0;0;0;0;0;0;0;0
 Tekstil ve Hammaddeleri;HAKKARI;32.56621;14.54234;3.98181;52.3765;112657.5076;0;141.41421;0;160.78779;0;0;0;109.49975;63.47219;89586.13703;0;0;0;35.48505;0;2.812;135.53566;92.61649;0;0;0;0;51.06313;129.97931;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
 Yaş Meyve ve Sebze  ;HAKKARI;7.84409;0;0;0;943.10439;0;0;0;0.8682;0;0;0;52.44478;45.19095;2351.51874;0;0;0;2.76743;7032.02116;1749.03149;0;0.17605;0;0;0;0;0;0;0;0;5043.08524;7634.94179;1.97211;0;0;0;0;0;0;0;0;0;0;0
 Zeytin ve Zeytinyağı ;HAKKARI;0;0;2035.34823;18.33936;1229.03898;20.55797;0;0;0;0;311.94787;485.88788;63.78761;3.20314;942.54268;0;74.29905;1.89748;20.96383;1723.75735;924.39287;0;0;6605.6547;1266.9342;7103.34059;6885.85179;0;0;7109.6029;6046.59311;1035.94042;1122.73664;13.54755;42.79408;8957.057;6277.16294;0;0;0;0;3345.69862;3746.98961;4557.41858;2735.94326
 Çelik;HATAY;144957.2386;122900.133;1339.37632;12328.33761;8.23271;0;126722.911;107952.9568;102492.6953;60443.25169;2859.04522;1844.64483;17367.6487;19457.48417;49.85336;0;0;0;31.3193;21.72386;25.71399;980.79533;1273.9981;16.97095;0;0;0;506.08212;243.32361;37.24575;0;0;1.60223;0;0;6.92888;0;0;1.02573;0;0;0;23.73528;39.13498;15.53283
 Çimento Cam Seramik ve Toprak Ürünleri;HATAY;1162.07729;1143.49411;1185.57809;30.71258;882.88348;1638.67694;1236.32069;940.99126;1226.10956;1912.01076;772.24187;729.71428;57.19478;34.42756;634.40864;2951.5941;1583.82595;52.31087;72.37216;0;0;0;0;0;32.62357;0;0;0;0.04295;0;18.07063;0;0;6346.83236;5414.97218;0;7.44387;0;0;0;0;0;0;0;0
 Demir ve Demir Dışı Metaller ;HATAY;1733.74805;1092.23315;380.43791;0;634.01123;157060.2969;1436.14736;2821.64811;1841.24439;1492.02538;318.74718;243.23451;8.00395;0;564.03618;71668.07593;102897.8336;2901.77731;1922.07468;93.66307;380.11337;0;1.79478;0;0;0;0;0;0;0;0;0;0;1315.19505;479.48043;0;0;0;0;7990.66284;3295.37015;0;0;4596.55356;2751.47609
 Deri ve Deri Mamulleri ;HATAY;225.12866;719.13692;26.78639;1076.29327;1.35;2287.95838;70.74201;286.19332;415.10204;578.59746;4.93581;4.61772;1516.28073;1589.6392;0;2317.96637;3457.32293;0;31.10443;0;0;0;0;0;147.99112;0;121.01098;0;0;0;36.91469;0;0;0;0;0;0;0;0;0;0;3350.47007;3770.72489;314.82166;173.94801
 Diğer Sanayi Ürünleri;HATAY;94.46857;141.29644;1671.62927;216.21982;116.03652;1086.51268;22.35506;33.05284;1.26123;8.14601;321.63519;460.37638;337.01096;381.92398;185.66751;1230.13787;1565.4627;11.39856;0;8.51185;7.25685;0;0;0;0;0;0;120.00362;1.72322;0;0;104.1158;77.64675;0;0;8963.98588;6284.60681;3374.64418;3352.71356;0;0;1176.04511;830.38471;0;0
 Elektrik Elektronik;HATAY;694.30947;668.46497;1510.75949;2857.32536;5057.77529;307.67445;1054.24861;1357.32516;384.41292;1123.81871;497.86947;414.67351;1215.36589;1062.08892;4759.66117;500.38862;396.0414;0;20.37638;54.11404;181.85528;0;0;6.54639;17.83033;0;33.91157;0;0;8.49125;0;39.91544;81.02448;0;0;430.80388;915.43734;0;0;0;0;0;0;0;0
 Fındık ve Mamulleri ;HATAY;1748.10723;1028.35237;0;174625.4924;2607.16924;9.24113;1367.16822;1063.72518;1974.33352;822.39477;0.402;0;144045.7931;162130.2709;3979.36757;21.14201;16.5111;0;9.1396;56.25266;174.26453;11.88174;67.70625;0;72.32333;0;23.6671;15.26997;0;75.19108;47.82465;0;0;0;0;0;0;0;0;0;0;0;0;45.89223;35.99602
 Gemi ve Yat;HATAY;1.467;0;159.71686;38212.17406;1216.59463;651.62618;0.228;0.0114;0;0;42.35144;161.74092;29883.02748;32048.16823;1205.35558;836.81461;737.08128;0;0;134.70902;431.30443;36.57293;0;6.15;48.16646;0;0;35.74192;67.0675;0;47.20049;119.22519;215.59354;0;0;0;0;0;2.14644;0;0;0;0;0;0
 Halı ;HATAY;93.05076;185.51718;4469.86533;52.85578;7117.56279;2614.22139;652.94202;211.61254;60.79116;364.15053;3938.61713;3176.30713;27.77348;62.29502;11484.25436;1636.84364;1172.25416;1.79917;0;1521.89806;1378.48006;0;9.52846;75.49211;138.4752;177.18652;125.61492;0;0.42946;130.42014;0;3136.82861;1971.75849;12.80342;24.83592;0;0;0;0;7990.66284;3295.37015;0;0;0;0
 Hazırgiyim ve Konfeksiyon ;HATAY;4560.85209;4972.31498;6273.15403;5.55225;246.57114;0.1;4165.83424;4215.29399;4289.7436;2859.96892;7954.70205;4281.46326;28.14152;5.36609;348.88575;0;0.12647;0.19546;0;4.81508;12.26535;102.65014;73.06705;2324.87816;2256.71518;1788.05893;1782.96798;302.79843;153.08113;707.23914;1070.47927;69.13455;0;113.61927;41.12672;0;0;0;0;659.73151;978.38326;0;0;3.99;77.15624
 Hububat. Bakliyat. Yağlı Tohumlar ve Mamulleri ;HATAY;5665.89721;8326.39574;1257.40269;0;1037.20153;445.84734;6713.89415;6521.80814;7093.43656;10953.99717;1624.68952;1096.98369;0;0;1777.47078;400.72682;327.51725;0;0;7.92635;33.55965;1332.30827;1952.23115;0;121.69824;0;0;1225.20673;1169.1749;24.66605;0;32.36655;21.8425;0;72.11381;0;0;3374.64418;3356.7425;11.17169;0;2.452;3.416;69.49528;97.94576
 İklimlendirme Sanayii;HATAY;755.58118;1432.74352;13006.57626;0.06425;3453.8802;5431.72377;1784.11787;1193.57327;1885.78687;1568.72817;8229.22476;4204.29368;258.69264;34.10148;2180.58179;5009.50974;5603.98996;4210.30937;3471.21387;8.61256;0.5195;0;5.52335;0;18.78147;0;0;202.2472;0;29.28989;0.80573;136.04505;116.91199;121.43483;87.08965;8.145;0;1028.80716;752.6187;90.79564;0;91.38273;73.66832;28.22162;1.29365
 Kimyevi Maddeler ve Mamulleri  ;HATAY;6618.25166;16907.4202;1739.00308;5138.44815;1413.57081;8603.77854;7849.61243;12055.86278;13961.17677;12449.62094;601.89802;388.70177;6365.36327;6667.69621;1403.14099;5206.44184;6779.73484;131943.4238;134238.3254;0;0;0;7.04024;0;0;0;0;7.85791;15.52605;179.8714;108.6097;617.88921;0;1857.23042;2241.92846;152.65772;77.63453;0;0;0;0;46.13093;42.00009;213.11787;550.324
 Kuru Meyve ve Mamulleri  ;HATAY;1208.13296;3597.50294;2055.51887;21.04426;4877.38244;1341.52161;1132.0578;1140.32378;897.47942;1008.22296;4119.3207;3661.1336;5.90206;40.0852;4447.44748;1381.00065;1562.90096;2327.45666;2055.05616;0;0;13.04074;0;0;1.45597;0;0;20.48062;4.81017;0.73555;0;0;271.48515;56.0455;0.30281;111.22519;19.40329;0;0;201.7957;0;240.99828;323.55882;0;0
 Madencilik Ürünleri;HATAY;3455.18297;893.4765;3272.9726;5.491;0;24759.25511;4499.58252;4234.42423;4211.71243;2869.72695;2670.4598;2831.10876;0;0;0;8132.80009;20141.6195;1074.48291;1444.90088;0;8.90294;0;90.78357;0;0;0;0;4.76988;371.57901;0;0.61607;0;107.47782;44.02929;17.70218;134.71211;274.12465;0.96386;0;6.97656;0;0;0;2357.43504;3745.84087
 Makine ve Aksamları;HATAY;1608.56769;3162.49838;1632.66043;131.86445;9998.7192;1094.79608;3949.24511;3246.81814;2483.91932;3341.60608;1157.14817;930.57711;81.33713;109.74592;5993.20638;914.44353;1344.74994;169.42589;137.2334;0;0;0;0;0;0;3.65896;5.71044;0;0;1.10509;0;0;0;192.97814;84.76176;1943.89726;4239.79259;0;0;84.58565;23.41856;4490.7847;3367.97555;0;0
 Meyve Sebze Mamulleri ;HATAY;1581.65825;1404.10774;7081.00548;81.32488;2121.93479;3893.33291;1360.52004;1273.52507;1035.68465;1428.80056;3424.73625;3649.50633;49.68466;7.128;1217.41647;4749.64568;6444.61392;56.11677;25.3661;0;0;3.79476;0;0;0;0;0;16.81809;1.6334;0;0;0;0;72.032;397.25065;0;0;0;0;177.79611;158.69071;0;0;0;3.25793
 Mobilya.Kağıt ve Orman Ürünleri;HATAY;5231.42974;5727.10719;0.35094;896.16357;1.36338;7601.22215;5937.92532;5843.77813;5433.23578;4572.97112;0;0.999;311.11383;1907.06921;3.94535;3438.33621;4554.48206;1185.03497;718.23807;3635.9839;3558.62882;10.31305;0;0;0;0;1.33224;0;0;3.72157;1.04951;1.03161;0;270.78196;0;67.44947;7.44584;0;7.182;265.76271;166.79035;63.85405;1.8794;49.33751;33.11814
 Mücevher;HATAY;0;0;12486.28531;42211.36845;1024.39459;2017.51419;0;0.74713;0;0;6895.25049;5915.1582;32997.92608;41437.161;3425.20177;1801.48163;1876.21181;742.62936;2104.71749;65920.93192;70733.92359;0;0;3686.27842;3618.42316;2659.05325;2994.21082;0;1.38681;2267.78488;2417.40383;5292.49243;3988.07959;0;0;0;30.15779;45.04118;34.63444;216.31361;159.50877;20.56068;34.69614;4.29373;0
 Otomotiv Endüstrisi;HATAY;8684.93597;9918.39298;2938.20053;10882.12503;0;5608.70742;9448.33464;7381.22461;8240.74975;8962.41434;2632.2836;1295.78301;11974.20432;12374.35811;21.2534;5849.18631;5899.97865;2.76409;0;2078.47707;1939.53398;2491.35696;3481.67295;238476.8043;215439.9938;207395.8136;287610.6842;2460.93737;2047.59464;257308.9485;349643.2247;169875.8812;180538.9303;0.9031;3.28334;0.85816;93.7347;92.45846;97.01138;11.7847;0;0;296.0352;0;0
 Su Ürünleri ve Hayvansal Mamuller;HATAY;2428.52882;2276.58804;5.79833;101.59516;24763.24153;0;2639.65979;2406.60305;1935.37208;1897.90854;12.51465;11.55026;103.24227;99.09514;20824.95213;0;0.4394;366.70667;487.18394;1260.29105;1661.17701;168808.7469;158816.96;2883.02323;2909.3504;2676.66853;2724.06618;389969.5508;286754.3553;2521.98131;1648.64663;1487.53846;2410.76576;30;0;0;0;250.59972;310.62052;2342.75346;4520.75543;0;0;0;0
 Süs Bitkileri ve Mam.;HATAY;58.9029;27.5795;1809.95564;1.35289;1715.12524;10554.73528;142.9125;27.64385;43.86129;72.38288;1911.3697;2468.41995;40.51355;152.67993;1658.9087;8149.81873;9071.07948;3599.25267;5313.23251;296.55637;467.042;3425.26873;2892.83174;1054.44343;2019.62848;2294.60425;1502.27315;2935.10238;2535.50852;1714.10095;1935.86238;1233.73848;2198.54014;0.8889;0.68892;0;0;2810.28595;2335.2635;61.34804;0;0;0;0;0
 Tekstil ve Hammaddeleri;HATAY;1537.36563;1810.4171;0;54177.52283;185031.9464;2301.51955;1454.35072;1782.00335;3127.83572;3016.60277;0;0;40745.47023;47951.75684;159323.2433;1933.05533;2220.8497;5496.42712;4517.69434;84.63355;60.37616;1470.93416;1791.92997;112.52694;397.58756;311.8045;192.76389;1000.09975;1688.45661;163.89289;233.54823;191.33808;354.9698;4087.94188;3450.56465;33.52111;0;0;0;74.45419;28.02598;1.27593;9.43516;0;0
 Yaş Meyve ve Sebze  ;HATAY;39307.94242;0;27718.16872;223.13599;484.19979;178.81027;69210.56138;49350.30755;10.526;0;18208.22831;26714.54761;652.34551;357.1239;582.40853;9.08768;15.56837;1229.88088;955.79181;670.69595;461.92388;852.19831;289.45881;18.3394;72.54114;17.82274;40.06135;486.53594;534.77281;41.40882;116.43827;71.10455;41.33293;230899.455;163460.2828;0;0;6.50908;15.27347;0.69958;38.59505;0;0;0;0
 Zeytin ve Zeytinyağı ;HATAY;3587.40836;31736.47145;2951.35882;1592.13189;180.55559;1054.2497;3435.25846;2356.96147;39238.3947;37356.95016;2209.10474;1646.13583;1046.59565;1742.30228;166.33175;6702.43923;6601.64429;17140.59182;8215.18838;865.09447;914.67382;186.90764;131.30143;965.56605;718.49854;902.07074;685.29431;53.24927;63.21576;996.97314;1009.60495;1133.946;1686.54852;2797.97229;2018.03722;0;55.15469;98.74555;15.95951;315.36716;1.68012;0;0;3086.60494;4718.88062
 Çelik;IĞDIR;270.08594;224196.7664;600.24683;271.95731;80.80365;48017.48905;492.81706;217.49438;205524.8561;163091.9206;507.3613;579.83501;298.28291;400.70078;16.61174;32884.77607;43041.28091;5240.74887;8497.15732;179.63469;191.18831;1834.03861;2809.76087;0;3.13069;2.36671;0;1710.47038;1514.02578;0;9.62723;0;0;610.14158;364.12621;246881.6655;209302.6376;0;0;0;0;106088.9307;50837.13578;2312.20406;2800.29626
 Çimento Cam Seramik ve Toprak Ürünleri;IĞDIR;50.90891;270.92611;67.28425;0;0.98433;2004.10508;91.5193;164.66912;371.70267;480.32854;118.53062;128.47442;3.37145;0.09749;1.3135;1754.27118;1627.15687;3605.49701;5087.06436;3653.76699;2760.64006;0;0;143.58;265.3379;808.35486;91.34938;0;0;404.52336;305.95123;256.05172;369.72547;56.24531;42.23108;2707.58781;3159.31765;0;0;17.89181;0;2258.9899;1997.37647;513.6567;1627.36302
 Demir ve Demir Dışı Metaller ;IĞDIR;61.3743;75.98984;203.99703;24.67664;166.18141;290768.0035;309.7807;170.52036;104.77259;110.04844;96.43842;94.60037;21.74525;24.17854;551.35724;166673.8628;227531.1516;1511.02015;1810.93875;5609.46014;5426.25137;290.16054;236.78505;2955.44149;2648.10423;2493.88053;2942.46095;806.9655;366.35409;3502.57095;7106.8021;6851.04193;3656.19566;1296.19132;1938.82881;2079.66567;1875.32018;1.50516;4.04677;0;0;2166.83119;2519.72707;179.01181;635.85541
 Deri ve Deri Mamulleri ;IĞDIR;52.46939;110.10373;89.85775;80.33996;0;581.28126;54.47367;99.30149;244.91783;115.44098;1.85031;11.07833;40.53407;125.32192;0.01353;718.75448;664.46342;5350.15757;5378.32513;1497.6312;1518.90734;2795.66131;3256.1468;5968.23046;6393.30406;5365.43654;6562.96158;3191.38611;3743.33351;11715.31661;8991.44637;12182.81185;13579.05157;890.08198;445.91005;309.5671;426.61248;20.713;0;0;0;216.90576;313.25057;14.87732;51.9198
 Diğer Sanayi Ürünleri;IĞDIR;0;63.14833;0.07352;29.76093;0;172.57707;23.43196;0.3676;111.83311;106.38829;0.9537;1.29794;42.18756;97.35574;0.10349;189.90075;137.92187;0;0;5077.31139;11081.76503;12496.99487;7883.63248;1224.47016;1186.03562;1257.6751;1471.43557;7212.3977;11534.61775;2212.39289;1156.45736;1667.06652;1252.97648;0;3.506;67.33834;28.16918;0.68305;0;4539.22812;6075.84823;44.40965;11.78959;1533.29333;1588.8856
 Elektrik Elektronik;IĞDIR;91.66675;0.43564;124.11485;4625.94414;17.41625;191.62414;193.54377;176.72139;20.65074;2.71681;432.18702;628.86412;6531.90289;10126.41605;11.93196;324.13742;170.24652;7694.155;9004.46317;927.10841;923.62952;1358.94716;1567.29255;9091.7127;7818.14871;8618.90028;6829.75989;1985.49089;1488.13009;6749.57199;12678.83936;13144.27809;6592.45279;153.71307;310.46514;1355.36697;2438.35187;4356.31217;3572.61029;111020.7273;125189.7748;2794.99197;1913.13558;427.89256;1378.67721
 Fındık ve Mamulleri ;IĞDIR;0;192.1709;0.08263;2101.82083;1090.18385;30.4203;0.60375;15.04352;115.5835;481.85274;0;0;2188.97297;2708.44945;69.27682;27.74228;47.41002;2355.41902;2886.19395;5912.71782;6410.29245;13370.72741;10608.65531;1474.63352;1000.32023;553.26728;1377.86389;12531.49745;25829.571;1414.40677;1770.75686;1298.88204;869.41811;4422.51188;4172.02051;605.24736;521.22323;177385.939;145312.3404;2899.67756;2186.62777;1923.37469;1311.68308;0;0.03952
 Gemi ve Yat;IĞDIR;0;0;0.10977;1069.77396;1183.32823;0.6053;0;0;0.05149;0.04627;0;0;340.7669;42.82938;1422.86725;15.81678;2.02207;49.69557;83.97731;4251.44279;3753.00443;1013.1896;990.35582;3528.21788;8327.06085;11850.2726;3044.30621;2144.48602;1538.73869;7906.22128;13875.59905;7807.56907;6690.6681;13148.24831;8098.69775;3.8109;0;3381.01886;3407.93583;1920.96329;1887.03316;0;0;105.71135;422.92379
 Halı ;IĞDIR;23.7227;0;9.96288;0.032;125.77835;319.22222;27.81036;24.93622;0;0;9.07478;16.23187;2.757;0;262.8895;536.98578;126.25858;6952.81082;6276.66579;1258.56192;1547.19339;6744.06661;6024.87373;2587.27254;2662.31616;3490.18746;2373.46597;8263.40382;8745.81723;3769.96095;3915.35778;2663.84559;3656.48947;1634.31008;2667.1448;35.70993;318.99332;2323.17555;1706.80565;723.75114;97.53829;258.12469;342.57318;3091.48281;3493.83442
 Hazırgiyim ve Konfeksiyon ;IĞDIR;788.34183;8.13427;1155.05427;118.76653;1152.75619;0.06616;694.0683;975.06303;31.34948;52.54727;13.62746;36.9848;122.01962;49.45287;1529.98265;10.67865;0;14.638;26.156;4958.35355;5841.16518;3925.6882;2870.72474;1924.92594;1843.02565;1715.07643;1959.96717;2423.27088;2608.67976;2093.37213;1772.83787;1137.33247;2083.56229;14750.74473;11630.09338;4401.91429;4474.11312;241.37112;671.04059;38.63217;71.28331;3281.05297;3070.15973;5630.89962;10155.43324
 Hububat. Bakliyat. Yağlı Tohumlar ve Mamulleri ;IĞDIR;813.86471;717.92381;1508.65399;1338.55335;57.45003;0;1597.90766;1190.43791;1197.51453;730.59712;1572.39208;1075.21758;589.50792;761.91264;82.79291;0;0.13056;61984.57863;66632.14747;0.3394;0.23499;2077.83304;2318.72648;4814.76049;7418.27081;5693.63867;6274.58031;2276.54201;1766.69576;8036.18217;8701.12839;6798.26818;6553.08062;2605.57672;1634.65354;5628.83004;8312.56242;15.33112;89.71095;1319.93325;942.31841;8338.37673;9575.77392;904.64837;1283.23344
 İklimlendirme Sanayii;IĞDIR;38.4074;1223.38412;150.98635;474.16999;19.58956;32.93123;298.1026;86.91723;1357.66234;1449.6646;107.34411;169.60852;381.50481;326.21789;11.23918;13.6198;22.04293;2881.66191;3446.27816;7182.78672;8328.81662;6395.20629;6550.13313;0.20328;0.06006;1.12847;0.01188;7019.25039;7279.27045;0.08601;0;0.06888;0.05003;9456.5014;32436.85681;1445.97686;1985.44128;1661.48138;1250.49719;868.83246;733.48537;2507.43912;1990.98391;5292.0508;17522.88942
 Kimyevi Maddeler ve Mamulleri  ;IĞDIR;1072.19286;96.47982;1518.67073;4103.38706;129.03859;581.75167;1140.12791;890.88812;110.59347;202.92572;1171.94576;1090.16311;2913.74991;4252.83562;192.64296;159.96221;355.03264;264267.2002;270400.1904;3335.18544;2608.44348;0.21912;0.38371;8705.96586;11454.53942;8510.26266;9602.72349;0.02904;0.02806;10069.53297;10440.42477;9066.85454;9997.50304;3694.42974;3251.657;6515.72298;23932.2341;858.27526;832.70904;0;0;9660.50394;18207.80375;1069.74539;3038.4558
 Kuru Meyve ve Mamulleri  ;IĞDIR;163.7226;1131.47999;52.1708;0.61808;114.22088;2346.21748;85.01451;73.31733;1207.1623;1283.29424;7.27131;6.88837;0.34915;58;153.90864;2288.24503;2010.49084;754.72916;284.2027;22.57725;172.43673;12197.65634;10109.20431;3228.4993;4330.14815;4681.95232;6925.50165;11554.30778;8959.37172;8364.71082;6917.36169;3770.23067;5733.54936;2496.11682;2138.68192;550.24952;527.48715;0;0;379.31056;721.31982;5388.02216;3591.01298;3271.08351;7553.33143
 Madencilik Ürünleri;IĞDIR;4.80462;127.36469;47.22459;189.90121;329.25335;176.7162;22.25581;38.04922;43.66976;73.4368;4.24635;10.47497;213.07436;460.07818;398.4184;329.59485;186.26995;136.03525;114.01103;5665.2913;5226.24763;3449.49406;4038.52034;26.98873;11.11009;8.5;0.83513;7535.37021;8985.21988;43.82325;96.2468;23.86811;34.08875;8726.32679;9060.80209;7874.88272;11209.04215;856.6173;462.30611;3118.19202;4738.54038;8750.53955;4700.40857;2447.58448;2734.34304
